Protein,Protein ID,Control,Treatment,Difference
sp|Q14974|IMB1_HUMAN,Q14974,31,33,2
sp|Q15257|PTPA_HUMAN,Q15257,7,9,2
sp|Q16543|CDC37_HUMAN,Q16543,14,16,2
sp|Q16795|NDUA9_HUMAN,Q16795,3,5,2
sp|Q562R1|ACTBL_HUMAN,Q562R1,4,6,2
sp|Q5RKV6|EXOS6_HUMAN,Q5RKV6,2,4,2
sp|Q6DD87|ZN787_HUMAN,Q6DD87,2,4,2
sp|Q7L2H7|EIF3M_HUMAN,Q7L2H7,8,10,2
sp|Q86XP3|DDX42_HUMAN,Q86XP3,6,8,2
sp|Q8IV48|ERI1_HUMAN,Q8IV48,2,4,2
sp|Q8N2K0|ABD12_HUMAN,Q8N2K0,3,5,2
sp|Q8NFJ5|RAI3_HUMAN,Q8NFJ5,3,5,2
sp|Q8WW12|PCNP_HUMAN,Q8WW12,8,10,2
sp|Q92499|DDX1_HUMAN,Q92499,8,10,2
sp|Q96CT7|CC124_HUMAN,Q96CT7,7,9,2
sp|Q96EY8|MMAB_HUMAN,Q96EY8,4,6,2
sp|Q96FQ6|S10AG_HUMAN,Q96FQ6,5,7,2
sp|Q96KR1|ZFR_HUMAN,Q96KR1,9,11,2
sp|Q96QK1|VPS35_HUMAN,Q96QK1,11,13,2
sp|Q99436|PSB7_HUMAN,Q99436,2,4,2
sp|Q99439|CNN2_HUMAN,Q99439,10,12,2
sp|Q99584|S10AD_HUMAN,Q99584,4,6,2
sp|Q99598|TSNAX_HUMAN,Q99598,4,6,2
sp|Q99829|CPNE1_HUMAN,Q99829,2,4,2
sp|Q9BVG4|PBDC1_HUMAN,Q9BVG4,6,8,2
sp|Q9BWD1|THIC_HUMAN,Q9BWD1,9,11,2
sp|Q9GZT9|EGLN1_HUMAN,Q9GZT9,6,8,2
sp|Q9H6T3|RPAP3_HUMAN,Q9H6T3,9,11,2
sp|Q9NP97|DLRB1_HUMAN,Q9NP97,5,7,2
sp|Q9NRG0|CHRC1_HUMAN,Q9NRG0,2,4,2
sp|Q9NRX4|PHP14_HUMAN,Q9NRX4,7,9,2
sp|Q9NTK5|OLA1_HUMAN,Q9NTK5,14,16,2
sp|Q9NWH9|SLTM_HUMAN,Q9NWH9,3,5,2
sp|Q9NZZ3|CHMP5_HUMAN,Q9NZZ3,4,6,2
sp|Q9P2N5|RBM27_HUMAN,Q9P2N5,2,4,2
sp|Q9UHD8|SEPT9_HUMAN,Q9UHD8,26,28,2
sp|Q9Y2W1|TR150_HUMAN,Q9Y2W1,9,11,2
sp|Q9Y2W2|WBP11_HUMAN,Q9Y2W2,4,6,2
sp|Q9Y312|AAR2_HUMAN,Q9Y312,3,5,2
sp|Q9Y3B3|TMED7_HUMAN,Q9Y3B3,3,5,2
sp|Q9Y3D9|RT23_HUMAN,Q9Y3D9,7,9,2
sp|Q9Y6C9|MTCH2_HUMAN,Q9Y6C9,4,6,2
sp|Q9Y6M9|NDUB9_HUMAN,Q9Y6M9,6,8,2
sp|Q5SSJ5|HP1B3_HUMAN,Q5SSJ5,1,3,2
sp|Q9H0E2|TOLIP_HUMAN,Q9H0E2,2,4,2
sp|P48509|CD151_HUMAN,P48509,2,4,2
sp|Q13630|FCL_HUMAN,Q13630,2,4,2
sp|Q9H5Q4|TFB2M_HUMAN,Q9H5Q4,1,3,2
sp|P10644|KAP0_HUMAN,P10644,2,4,2
sp|Q96DB5|RMD1_HUMAN,Q96DB5,2,4,2
sp|Q9BWU0|NADAP_HUMAN,Q9BWU0,2,4,2
sp|Q9H3R2|MUC13_HUMAN,Q9H3R2,1,3,2
sp|Q9NQE9|HINT3_HUMAN,Q9NQE9,2,4,2
sp|Q9UHD9|UBQL2_HUMAN,Q9UHD9,1,3,2
sp|P61927|RL37_HUMAN,P61927,2,4,2
sp|Q86W42|THOC6_HUMAN,Q86W42,1,3,2
sp|Q9NVJ2|ARL8B_HUMAN,Q9NVJ2,1,3,2
sp|O43920|NDUS5_HUMAN,O43920,2,4,2
sp|P18085|ARF4_HUMAN,P18085,2,4,2
sp|Q7Z7N9|T179B_HUMAN,Q7Z7N9,1,3,2
sp|P63172|DYLT1_HUMAN,P63172,1,3,2
sp|O15155|BET1_HUMAN,O15155,1,3,2
sp|Q6QNY0|BL1S3_HUMAN,Q6QNY0,1,3,2
sp|O60216|RAD21_HUMAN,O60216,1,3,2
sp|Q86V21|AACS_HUMAN,Q86V21,1,3,2
sp|Q92530|PSMF1_HUMAN,Q92530,1,3,2
sp|Q9BYG5|PAR6B_HUMAN,Q9BYG5,1,3,2
sp|O00505|IMA4_HUMAN,O00505,1,3,2
sp|O95159|ZFPL1_HUMAN,O95159,1,3,2
sp|Q12913|PTPRJ_HUMAN,Q12913,1,3,2
sp|A9UHW6-2|MI4GD_HUMAN,A9UHW6-2,0,2,2
sp|O00161-2|SNP23_HUMAN,O00161-2,0,2,2
sp|O00273-2|DFFA_HUMAN,O00273-2,0,2,2
sp|O00442-2|RTCA_HUMAN,O00442-2,0,2,2
sp|O00592-2|PODXL_HUMAN,O00592-2,0,2,2
sp|O00762|UBE2C_HUMAN,O00762,0,2,2
sp|O14497-2|ARI1A_HUMAN,O14497-2,0,2,2
sp|O14521-2|DHSD_HUMAN,O14521-2,0,2,2
sp|O14639-2|ABLM1_HUMAN,O14639-2,0,2,2
sp|O14929-2|HAT1_HUMAN,O14929-2,0,2,2
sp|O15160-2|RPAC1_HUMAN,O15160-2,0,2,2
sp|O15162-2|PLS1_HUMAN,O15162-2,0,2,2
sp|O15400-2|STX7_HUMAN,O15400-2,0,2,2
sp|O15438-4|MRP3_HUMAN,O15438-4,0,2,2
sp|O43395|PRPF3_HUMAN,O43395,0,2,2
sp|O43414-2|ERI3_HUMAN,O43414-2,0,2,2
sp|O43674-2|NDUB5_HUMAN,O43674-2,0,2,2
sp|O60292|SI1L3_HUMAN,O60292,0,2,2
sp|O60678-2|ANM3_HUMAN,O60678-2,0,2,2
sp|O60828-2|PQBP1_HUMAN,O60828-2,0,2,2
sp|O75122-3|CLAP2_HUMAN,O75122-3,0,2,2
sp|O75150-4|BRE1B_HUMAN,O75150-4,0,2,2
sp|O75431-2|MTX2_HUMAN,O75431-2,0,2,2
sp|O75844|FACE1_HUMAN,O75844,0,2,2
sp|O94766-2|B3GA3_HUMAN,O94766-2,0,2,2
sp|O95178|NDUB2_HUMAN,O95178,0,2,2
sp|O95749-2|GGPPS_HUMAN,O95749-2,0,2,2
sp|O95801|TTC4_HUMAN,O95801,0,2,2
sp|O95834-2|EMAL2_HUMAN,O95834-2,0,2,2
sp|O96011-2|PX11B_HUMAN,O96011-2,0,2,2
sp|O96019-2|ACL6A_HUMAN,O96019-2,0,2,2
sp|P00387-2|NB5R3_HUMAN,P00387-2,0,2,2
sp|P00711|LALBA_BOVIN,P00711,0,2,2
sp|P01130-2|LDLR_HUMAN,P01130-2,0,2,2
sp|P04818-2|TYSY_HUMAN,P04818-2,0,2,2
sp|P05067-11|A4_HUMAN,P05067-11,0,2,2
sp|P08397-2|HEM3_HUMAN,P08397-2,0,2,2
sp|P08651-2|NFIC_HUMAN,P08651-2,0,2,2
sp|P0CG12|CTF8A_HUMAN,P0CG12,0,2,2
sp|P10155-3|RO60_HUMAN,P10155-3,0,2,2
sp|P13051-2|UNG_HUMAN,P13051-2,0,2,2
sp|P13688-10|CEAM1_HUMAN,P13688-10,0,2,2
sp|P13929-2|ENOB_HUMAN,P13929-2,0,2,2
sp|P14209-3|CD99_HUMAN,P14209-3,0,2,2
sp|P16278-2|BGAL_HUMAN,P16278-2,0,2,2
sp|P16455|MGMT_HUMAN,P16455,0,2,2
sp|P18615-3|NELFE_HUMAN,P18615-3,0,2,2
sp|P19022-2|CADH2_HUMAN,P19022-2,0,2,2
sp|P19367-2|HXK1_HUMAN,P19367-2,0,2,2
sp|P19784|CSK22_HUMAN,P19784,0,2,2
sp|P20839-2|IMDH1_HUMAN,P20839-2,0,2,2
sp|P21266|GSTM3_HUMAN,P21266,0,2,2
sp|P25490|TYY1_HUMAN,P25490,0,2,2
sp|P26368-2|U2AF2_HUMAN,P26368-2,0,2,2
sp|P29353-2|SHC1_HUMAN,P29353-2,0,2,2
sp|P29558-2|RBMS1_HUMAN,P29558-2,0,2,2
sp|P30536|TSPO_HUMAN,P30536,0,2,2
sp|P35612-3|ADDB_HUMAN,P35612-3,0,2,2
sp|P40616-2|ARL1_HUMAN,P40616-2,0,2,2
sp|P40938-2|RFC3_HUMAN,P40938-2,0,2,2
sp|P42574|CASP3_HUMAN,P42574,0,2,2
sp|P46977-2|STT3A_HUMAN,P46977-2,0,2,2
sp|P48960-2|CD97_HUMAN,P48960-2,0,2,2
sp|P49643-2|PRI2_HUMAN,P49643-2,0,2,2
sp|P49914-2|MTHFS_HUMAN,P49914-2,0,2,2
sp|P49959-3|MRE11_HUMAN,P49959-3,0,2,2
sp|P50416-2|CPT1A_HUMAN,P50416-2,0,2,2
sp|P51553-2|IDH3G_HUMAN,P51553-2,0,2,2
sp|P52434-3|RPAB3_HUMAN,P52434-3,0,2,2
sp|P52732|KIF11_HUMAN,P52732,0,2,2
sp|P53677|AP3M2_HUMAN,P53677,0,2,2
sp|P53801|PTTG_HUMAN,P53801,0,2,2
sp|P53985|MOT1_HUMAN,P53985,0,2,2
sp|P56937-2|DHB7_HUMAN,P56937-2,0,2,2
sp|P56945-2|BCAR1_HUMAN,P56945-2,0,2,2
sp|P57737-3|CORO7_HUMAN,P57737-3,0,2,2
sp|P60880-2|SNP25_HUMAN,P60880-2,0,2,2
sp|P61077-2|UB2D3_HUMAN,P61077-2,0,2,2
sp|P61619-3|S61A1_HUMAN,P61619-3,0,2,2
sp|P69905|HBA_HUMAN,P69905,0,2,2
sp|P78310-7|CXAR_HUMAN,P78310-7,0,2,2
sp|P78536-2|ADA17_HUMAN,P78536-2,0,2,2
sp|P80188-2|NGAL_HUMAN,P80188-2,0,2,2
sp|Q00534|CDK6_HUMAN,Q00534,0,2,2
sp|Q00613-2|HSF1_HUMAN,Q00613-2,0,2,2
sp|Q01433-2|AMPD2_HUMAN,Q01433-2,0,2,2
sp|Q01780|EXOSX_HUMAN,Q01780,0,2,2
sp|Q02218-2|ODO1_HUMAN,Q02218-2,0,2,2
sp|Q02880-2|TOP2B_HUMAN,Q02880-2,0,2,2
sp|Q03154-2|ACY1_HUMAN,Q03154-2,0,2,2
sp|Q03468|ERCC6_HUMAN,Q03468,0,2,2
sp|Q04323-2|UBXN1_HUMAN,Q04323-2,0,2,2
sp|Q06587-2|RING1_HUMAN,Q06587-2,0,2,2
sp|Q09028-3|RBBP4_HUMAN,Q09028-3,0,2,2
sp|Q12800-2|TFCP2_HUMAN,Q12800-2,0,2,2
sp|Q12846-2|STX4_HUMAN,Q12846-2,0,2,2
sp|Q13043-2|STK4_HUMAN,Q13043-2,0,2,2
sp|Q13158|FADD_HUMAN,Q13158,0,2,2
sp|Q13404-1|UB2V1_HUMAN,Q13404-1,0,2,2
sp|Q13438-2|OS9_HUMAN,Q13438-2,0,2,2
sp|Q13576|IQGA2_HUMAN,Q13576,0,2,2
sp|Q13601|KRR1_HUMAN,Q13601,0,2,2
sp|Q13616|CUL1_HUMAN,Q13616,0,2,2
sp|Q13637|RAB32_HUMAN,Q13637,0,2,2
sp|Q13868-2|EXOS2_HUMAN,Q13868-2,0,2,2
sp|Q14141-2|SEPT6_HUMAN,Q14141-2,0,2,2
sp|Q14232-2|EI2BA_HUMAN,Q14232-2,0,2,2
sp|Q14240-2|IF4A2_HUMAN,Q14240-2,0,2,2
sp|Q14558-2|KPRA_HUMAN,Q14558-2,0,2,2
sp|Q15043-2|S39AE_HUMAN,Q15043-2,0,2,2
sp|Q15418-2|KS6A1_HUMAN,Q15418-2,0,2,2
sp|Q15599-2|NHRF2_HUMAN,Q15599-2,0,2,2
sp|Q15629-2|TRAM1_HUMAN,Q15629-2,0,2,2
sp|Q15750-2|TAB1_HUMAN,Q15750-2,0,2,2
sp|Q15833-2|STXB2_HUMAN,Q15833-2,0,2,2
sp|Q16539-2|MK14_HUMAN,Q16539-2,0,2,2
sp|Q16540|RM23_HUMAN,Q16540,0,2,2
sp|Q16563-2|SYPL1_HUMAN,Q16563-2,0,2,2
sp|Q16678|CP1B1_HUMAN,Q16678,0,2,2
sp|Q2M389|WASC4_HUMAN,Q2M389,0,2,2
sp|Q2TAA2-2|IAH1_HUMAN,Q2TAA2-2,0,2,2
sp|Q32P28-3|P3H1_HUMAN,Q32P28-3,0,2,2
sp|Q3MHD2-2|LSM12_HUMAN,Q3MHD2-2,0,2,2
sp|Q4KMQ2-2|ANO6_HUMAN,Q4KMQ2-2,0,2,2
sp|Q53EL6-2|PDCD4_HUMAN,Q53EL6-2,0,2,2
sp|Q5BJH7-3|YIF1B_HUMAN,Q5BJH7-3,0,2,2
sp|Q5JS54-2|PSMG4_HUMAN,Q5JS54-2,0,2,2
sp|Q5T8P6-2|RBM26_HUMAN,Q5T8P6-2,0,2,2
sp|Q5UCC4-2|EMC10_HUMAN,Q5UCC4-2,0,2,2
sp|Q66K74-2|MAP1S_HUMAN,Q66K74-2,0,2,2
sp|Q6AI12|ANR40_HUMAN,Q6AI12,0,2,2
sp|Q6IA69-2|NADE_HUMAN,Q6IA69-2,0,2,2
sp|Q6NSW5|FA45B_HUMAN,Q6NSW5,0,2,2
sp|Q6P161|RM54_HUMAN,Q6P161,0,2,2
sp|Q6P1X6-2|CH082_HUMAN,Q6P1X6-2,0,2,2
sp|Q6PD62|CTR9_HUMAN,Q6PD62,0,2,2
sp|Q6VY07-2|PACS1_HUMAN,Q6VY07-2,0,2,2
sp|Q6YP21-3|KAT3_HUMAN,Q6YP21-3,0,2,2
sp|Q7Z4G1-2|COMD6_HUMAN,Q7Z4G1-2,0,2,2
sp|Q7Z4H7-3|HAUS6_HUMAN,Q7Z4H7-3,0,2,2
sp|Q7Z6K5-2|ARPIN_HUMAN,Q7Z6K5-2,0,2,2
sp|Q7Z7F7-2|RM55_HUMAN,Q7Z7F7-2,0,2,2
sp|Q7Z7H5-2|TMED4_HUMAN,Q7Z7H5-2,0,2,2
sp|Q86SR1-2|GLT10_HUMAN,Q86SR1-2,0,2,2
sp|Q86TI2-2|DPP9_HUMAN,Q86TI2-2,0,2,2
sp|Q86TU7|SETD3_HUMAN,Q86TU7,0,2,2
sp|Q86VR2|RETR3_HUMAN,Q86VR2,0,2,2
sp|Q86X02|CDR2L_HUMAN,Q86X02,0,2,2
sp|Q8IUC4|RHPN2_HUMAN,Q8IUC4,0,2,2
sp|Q8IUF8-4|RIOX2_HUMAN,Q8IUF8-4,0,2,2
sp|Q8IWS0-2|PHF6_HUMAN,Q8IWS0-2,0,2,2
sp|Q8IYI6|EXOC8_HUMAN,Q8IYI6,0,2,2
sp|Q8IYS1|P20D2_HUMAN,Q8IYS1,0,2,2
sp|Q8IZV5|RDH10_HUMAN,Q8IZV5,0,2,2
sp|Q8N5N7|RM50_HUMAN,Q8N5N7,0,2,2
sp|Q8N6H7-2|ARFG2_HUMAN,Q8N6H7-2,0,2,2
sp|Q8N6M0-2|OTU6B_HUMAN,Q8N6M0-2,0,2,2
sp|Q8NBJ4-2|GOLM1_HUMAN,Q8NBJ4-2,0,2,2
sp|Q8NBN7|RDH13_HUMAN,Q8NBN7,0,2,2
sp|Q8NDH3-2|PEPL1_HUMAN,Q8NDH3-2,0,2,2
sp|Q8NDI1-2|EHBP1_HUMAN,Q8NDI1-2,0,2,2
sp|Q8NEY8-2|PPHLN_HUMAN,Q8NEY8-2,0,2,2
sp|Q8NEZ5-2|FBX22_HUMAN,Q8NEZ5-2,0,2,2
sp|Q8NG11-2|TSN14_HUMAN,Q8NG11-2,0,2,2
sp|Q8TBQ9|KISHA_HUMAN,Q8TBQ9,0,2,2
sp|Q8TCA0-2|LRC20_HUMAN,Q8TCA0-2,0,2,2
sp|Q8TCJ2|STT3B_HUMAN,Q8TCJ2,0,2,2
sp|Q8TCS8|PNPT1_HUMAN,Q8TCS8,0,2,2
sp|Q8TD16-2|BICD2_HUMAN,Q8TD16-2,0,2,2
sp|Q8TD19|NEK9_HUMAN,Q8TD19,0,2,2
sp|Q8TDB8-2|GTR14_HUMAN,Q8TDB8-2,0,2,2
sp|Q8TE77-3|SSH3_HUMAN,Q8TE77-3,0,2,2
sp|Q8TF05-2|PP4R1_HUMAN,Q8TF05-2,0,2,2
sp|Q8WVV9-4|HNRLL_HUMAN,Q8WVV9-4,0,2,2
sp|Q92542-2|NICA_HUMAN,Q92542-2,0,2,2
sp|Q92599-2|SEPT8_HUMAN,Q92599-2,0,2,2
sp|Q92990-2|GLMN_HUMAN,Q92990-2,0,2,2
