Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-85_3776.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d
P50454	P50454	SERPH_HUMAN	SERPINH1	Serpin H1	5092.51	6085.06	3010.66	2495.63	3132.48	2669.54	3826.47	5095.95	3328.67	2197.49	3066.62	4048.73	3205.23	2044.94	2614.6	5104.49	2664.69	2749.94	2261.56	3051.01	3872.64	3719.29	4438.45	5099.91	3422.05	4357.49	3524.17	2991.81	3438.23	2887.38	3396.53	2957.98	4581.28	4431.44	4122.59	3032.31
P50502	Q8NFI4;P50502	F10A1_HUMAN	ST13	Hsc70-interacting protein	293.745	680.637	478.708	343.55	521.988	555.98	859.457	664.543	616.176	516.699	575.775	817.362	768.805	821.667	749.679	66.0045	345.755	517.516	1020.63	772.003	1220.16	540.323	186.586	611.233	620.797	710.328	636.485	579.176	575.527	414.516	699.317	952.302		615.924		805.522
P50552	P50552	VASP_HUMAN	VASP	Vasodilator-stimulated phosphoprotein	1011.35		482.441	740.367	290.915	456.401	321.344	814.321	612.684		742.938	818.907		1083.49				1682.08	613.024	732.998	681.921			726.559	1383.28	824.73	663.784	714.516	205.269	374.977	494.967	680.099		246.342		581.646
P50570	P50570;Q9UQ16	DYN2_HUMAN	DNM2	Dynamin-2	737.639	979.868	830.894	916.805	751.778	828.062	1119.13	568.943	966.114	522.819	908.229	1197.78	535.592	599.365	765.415	257.579	907.984	563.472	811.079	720.921	618.757	871.779		660.622	695.143	777.682	586.25	597.117	674.889	970.492	845.264	657.538		851.644		786.019
P50579	P50579	MAP2_HUMAN	METAP2	Methionine aminopeptidase 2	803.548	376.319	451.386	449.559	438.421	253.115	313.432	147.36	319.711	279.905		596.755		359.108	364.111			592.859	381.12	212.21	271.11	417.212		200.881	288.23	311.398		697.873	223.313	177.613	499.323	266.679		433.383		279.519
P50750	P50750	CDK9_HUMAN	CDK9	Cyclin-dependent kinase 9	365.601		379.58					394.218		420.021								318.859			261.28	158.171	216.188	237.752		172.889		191.445								
P50897	P50897	PPT1_HUMAN	PPT1	Palmitoyl-protein thioesterase 1				235.512			655.268		113.936							383.796			562.589					94.7362					445.706		133.835		188.664	325.165		269.717
P50914	P50914	RL14_HUMAN	RPL14	60S ribosomal protein L14	4160.06	3321.91	3226.69	4091.91	3168.28	3900.35	4125.76	3244.87	3467.64	4608.36	3788.06	3649.13	4171.36	2536.93	4122.79	1977.8	4272.86	3401.34	4541.48	4253.15	3183.79	4406.02	1965.53	3295.42	3248.26	2464.55	3418.66	2434.18	3602.62	3082.96	3548.53	2677.92	1321.28	3610.32	1217.17	2926.46
P50990	P50990	TCPQ_HUMAN	CCT8	T-complex protein 1 subunit theta	3235.06	2792.94	3313.87	3918.42	3589.88	3588.06	3234.7	3615.16	3478.04	3690.47	3951.2	2995.88	2750.31	3684.36	4491.77	583.384	3667.44	4074.72	4026.11	3920.81	4344.87	3586.23	387.454	4198.88	3507.86	3898.04	3982.86	3830.81	3200.96	3297.73	4033.73	4460.53	304.787	4394.07	1137.39	4383.24
P50991	P50991	TCPD_HUMAN	CCT4	T-complex protein 1 subunit delta	2631.21	2069.26	2186.26	2661.91	2879.98	2557.86	2068.36	2760	2301.73	2642.36	2319.92	2388.64	1820.87	2155.01	3152.71	936.503	2247.58	2715.15	2462.32	2990.83	3015.84	2335.32	385.212	2443.28	2071.45	2385.64	3017.54	2443.72	1888.75	2247.52	2226.57	2700.56	985.314	2192.55	384.648	2192.24
P50995	P50995	ANX11_HUMAN	ANXA11	Annexin A11	727.51	440.446	1023.7	773.88	456.445	555.792	343.743	422.454	689.715	397.736	770.23	595.894	602.781	690.131	269.244	370.831	293.182	949.898	266.186	494.683	585.57	485.069	118.675	950.459	1115.91	1092.53	1415.88	665.855	859.564	735.661	999.41	383.033	319.003	653.733		490.331
P51116	P51114;P51116	FXR2_HUMAN	FXR2	Fragile X mental retardation syndrome-related protein 2	1064.34	1490.77	1523.18	1214.22	901.808	1688.73	934.462	1433.39	1356.51	848.66	1499.8		944.578	1193.44	1627.08	1158.24	1634.11	1119.28	1653.85	1135.14	791.554	895.038	225.133	1254.47	1325.86	1444.48	1299.06	1005.22	1437.75	1534.1	1996.66	935.252		766.761	369.123	1360.43
P51148	P51148	RAB5C_HUMAN	RAB5C	Ras-related protein Rab-5C	1437.2	1991.08	1821.2	1141.79	1865.85	1814.6	1890.68	1883.82	1686.96	940.402	1757.58	1413.32	1365.62	1214.52	1606.42	1768	1867.82	2382.25	2368.04	1502.62	1612.25	2332.95	1522.12	2274.75	1708.69	1819.25	2118.51	1564.87	1497.96	1322.82	1472.24	1761.68	536.169	1356.19	1793.42	1412.62
P51149	P51149	RAB7A_HUMAN	RAB7A	Ras-related protein Rab-7a	1875.33	3473.85	2967.6	2222.93	2980.62	2663.53	2387.09	3120.8	3122.98	2549.37	2612.17	2046.84	2793.05	1780.01	2327.37	2901.82	2527.8	2321.41	3245.56	3107.1	3523.28	2373.62	2062.42	3303.26	2718.31	2165.28	2802.24	3180.87	2979.02	2732.47	2615.97	3304.09	1805.69	2938.03	2757.49	3062.38
P51151;Q9NP90	P51151;Q9NP90	RAB9A_HUMAN;RAB9B_HUMAN	RAB9A;RAB9B	Ras-related protein Rab-9A	529.922	771.581		276.773		494.319	385.729	597.847	175.47	330.545	223.911					181.427		303.977	258.054	265.451	404.175		194.457		351.124			470.139		150.642	236.19	531.285		263.872	115.252	268.113
P51153	P51153	RAB13_HUMAN	RAB13	Ras-related protein Rab-13	295.324	488.908	352.016		576.36	231.321	491.128	570.144	157.181			368.76	503.97	230.601	337.096	480.674		314.79	486.357	274.055	514.929		204.409	620.383	205.364	332.355	160.455			331.506	251.837	99.8094		345.661	249.301	342.762
P51159	P51159	RB27A_HUMAN	RAB27A	Ras-related protein Rab-27A	387.623	608.926	347.947	253.256	375.414	181.268	357.79	453.226	259.1		506.514	547.936		404.909	154.008	481.64	311.82	734.147	482.066	919.324	448.716	492.08	241.14	332.536	422.721	482.475	339.169	590.422	405.935	277.595	358.731	424.801	405.481	329.765	301.36	337.277
P51452	P51452	DUS3_HUMAN	DUSP3	Dual specificity protein phosphatase 3	349.645	572.433	580.287	412.628	339.138	264.213	125.024	538.672	271.896	553.918	407.176			166.858	404.63				278.726	376.321	219.583	361.633		266.659	517.074	308.8	248.141		258.787	199.568	330.685	484.583		637.63		235.532
P51532	P51532;P51531	SMCA4_HUMAN	SMARCA4	Transcription activator BRG1	556.412	377.124			637.419	430.951			354.369		352.156		209.984		117.324	253.429			432.661	245.734		239.463		20.0911			181.926									
P51553	P51553	IDH3G_HUMAN	IDH3G	"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"				414.117	508.131	733.005	702.59	1117.22	456.626	846.152	622.17			557.664	536.573	455.405					509.877		368.999		588.066	541.983	363.369			493.921		378.751	1119.01		995.356	
P51570	P51570	GALK1_HUMAN	GALK1	Galactokinase	156.81	372.477		187.498	378.128	298.656	100.297	430.194	656.923	257.154		251.632	880.56		198.269			164.92	605.636		338.997	529.711		409.811	876.482	262.848	414.082		366.975		503.568	363.155		334.24		
P51571	P51571	SSRD_HUMAN	SSR4	Translocon-associated protein subunit delta	1183.05	1043.95	842.936	1024.09	843.78	1012.14	1010.52	1384.35	1344.67	1173.13	738.951	1218.3	1138.7	1032.83	1222.22	1554.26	1092.49	1050.98	1127.22	1286.68	836.986	1150.07	1755.77	1120.03	1262.2	1101.83	845.556	872.59	1140.64	1121.41	1633.75	820.627	1543.01	1302.22	1244.37	1323.99
P51572	P51572	BAP31_HUMAN	BCAP31	B-cell receptor-associated protein 31	260.991	421.567	771.105	460.89	414.45	472.274	540.93	555.393	361.532	212.707	444.997	596.866	757.335		429.499	907.201	927.117	762.775	621.96	537.722	539.23	496.338	998.967		684.021	572.03	532.632	778.204	695.137	404.131	249.11	544.223	544.79	650.873	1304.43	501.899
P51610	P51610	HCFC1_HUMAN	HCFC1	Host cell factor 1	289.639		272.73	320.898	303.817	408.709	308.585	213.942	213.764	384.042	303.117		709.461	269.902	227.589	215.827	329.418	324.254	419.957	258.063		413.385	232.511	299.031		215.298	454.586	290.166	89.2314	381.678	254.403	184.569		314.769		279.652
P51648	P51648	AL3A2_HUMAN	ALDH3A2	Aldehyde dehydrogenase family 3 member A2	498.089		945.762	462.637	979.491	502.549	532.903	625.884	1167.2	455.073	399.844	506.045	921.008	596.069	1241.26	833.67	526.624	834.989	906.264	283.979	581.854	660.06	1018.05	727.502	655.978	744.871	861.863	707.504	533.13	450.81	741.452	414.87	996.111	445.728	1373.17	365.781
P51659	P51659	DHB4_HUMAN	HSD17B4	Peroxisomal multifunctional enzyme type 2	919.929	1652.56	1635.1	1014.96	791.292	1118.34	1012.4	1950.21	1004.58	1064.51	997.12	1158.89	1344.5	1373.51	841.697	2112.39	1376.15	1609.29	1126.28	1188.9	1597.25	773.34	1987.16	1619.82	1754.17	1194.34	993.641	517.333	1195.55	852.82	1106.63	985.819	1411.86	1290.66	2178.24	1186.93
P51665	P51665	PSMD7_HUMAN	PSMD7	26S proteasome non-ATPase regulatory subunit 7	492.797	273.719	370.767	554.183	758.477	426.514	459.069	473.826	472.225	718.822	1188.38	643.864		472.852	814.709	293.932	476.505	636.173	533.299	617.746	652.719	646.175		423.218	379.361	543.852	491.169	390.204	583.023	306.302	668.359	502.303		640.077		478.695
P51688	P51688	SPHM_HUMAN	SGSH	N-sulphoglucosamine sulphohydrolase	172.459		174.891	91.4478	389.925	304.598	141.709	473.835	264.877	355.301	554.031	234.83		595.279	500.617	314.283	378.128		437.352	143.213	421.769		486.967	405.147		447.528	363.009		142.508	324.808	101.906	344.971		224.495	963.699	383.383
P51812	P51812	KS6A3_HUMAN	RPS6KA3	Ribosomal protein S6 kinase alpha-3	298.96		372.765	204.271	351.692	215.405	634.474	145.683	375.62	210.852		313.554	423.517	347.504	627.198				314.101		612.013			252.35	272.169		341.064				295.633			392.807	47.1796	163.2
P51858	P51858	HDGF_HUMAN	HDGF	Hepatoma-derived growth factor	528.652	958.572	100.315	279.646	403.51	315.017	467.652	354.189	302.179		262.717	283.222		577.806	238.136	150.427		230.01	478.976	225.522	168.339	644.237		378.962	323.052	484.078	368.235	450.444	324.658	345.916	351.842	465.878		497.566		503.42
P51888	P51888	PRELP_HUMAN	PRELP	Prolargin		784.621		875.344	846.716	189.301			617.91	580.348											1187.74		1047.91			964.222	550.689								1025.73	
P51991	P51991	ROA3_HUMAN	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3	997.422	1187.63	1132.65	1199.29	1886.4	1112.55	1467.34	1285.8	1051.43	1714.91	1824.4	1796.57	1312.66	1431.38	992.145	1383.29	1682.7	1645.67	1187.32	1759.91	1268.56	1077.14	1664.33	1583.62	1360.77	1381	1471.6	1203.58	1375.29	1638.79	1762.98	1427.5	1883.78	2363.14	880.277	2379.49
P52209	P52209	6PGD_HUMAN	PGD	"6-phosphogluconate dehydrogenase, decarboxylating"	876.74	1106.57	1119.34	705.523	563.993	658.38	748.818	645.36	1117.91	543.037	1022.36	1189.72	855.157	782.745	994.887	298.419	255.797	841.608	1205.11	1340.48	819.9	596.093	266.134	668.611	1279.08	349.6	785.885	760.443	893.747	568.042	892.217	511.682	525.249	1389.08	422.107	357.837
P52272	P52272	HNRPM_HUMAN	HNRNPM	Heterogeneous nuclear ribonucleoprotein M	2998.09	3019.92	2157.67	2808.06	2515.18	2609.29	2795.58	2670.24	2423.3	2445.69	2626.02	2406.2	2800.25	1974.09	2670.81	3263.34	2243.27	2953.59	3048.42	2603.65	2060.68	2568.02	2274.2	2377.22	1723.39	1738.67	2195.83	1934.44	1586.17	2751.03	2536.2	2009.03	2681.37	2147.05	2184.1	2535.99
P52292	P52292	IMA1_HUMAN	KPNA2	Importin subunit alpha-1	140.791	218.787	2705.74	1030.63	3792.5	299.798	271.294	788.797	1312.88		803.423	826.472		438.143	2006.91	353.159	773.835	656.074	1086.93	2119.85	767.664	698.325		305.706	1292.22		1474.29		540.819	411.727	1578.79	513.467		256.244		857.604
P52306	P52306	GDS1_HUMAN	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	171.086			341.764	210.27		261.728	227.162	244.571	116.2			347.471	161.342	137.454						211.027			102.921	362.231	276.761		393.27			190.293	356.369		220.014		345.421
P52434	P52434	RPAB3_HUMAN	POLR2H	"DNA-directed RNA polymerases I, II, and III subunit RPABC3"				249		307.034	86.1166	214.666	196.449	183.172	58.5264				148.611						514.614	176.942				211.988	345.384	171.938			257.815	181.777				144.923
P52565	P52565	GDIR1_HUMAN	ARHGDIA	Rho GDP-dissociation inhibitor 1	2131.73	2507.91	2614.55	2292.3	2476	2778.24	2586.51	2276.79	2689.63	2437.41	2181.26	1616.45	1971.26	1771.19	1924.27	355.693	312.224	1922.87	2834.16	2818.18	2776.03	1997.28	470.012	2460.24	3258.88	3853.62	2600.31	2541.44	2759.73	2296.62	2825.58	2221.69	739.246	2126.57		1940.22
P52597	P52597	HNRPF_HUMAN	HNRNPF	Heterogeneous nuclear ribonucleoprotein F	477.063		463.088	827.413	573.668	734.606	276.905	489.325	522.728	683.939		543.67	830.92		256.61		876.404	923.196	498.852	735.636	767.588				447.838	499.577		705.866	440.816	893.38		877.88		1030.39		1098.77
P52732	P52732	KIF11_HUMAN	KIF11	Kinesin-like protein KIF11			1030.01	570.914	1265.89			575.466	769.322		400.074					149.462			402.162	682.17	412.422	356.78		711.777	485.888		531.039	359.077	345.534		172.479	143.074				356.407
P52788	P52788	SPSY_HUMAN	SMS	Spermine synthase	488.025	301.309	491.07	799.412	1151.22	1047.87	553.565	1040.05	659.539	937.979	847.366	1384.68	602.159	570.566	1589.73		565.448	1022.72	581.668	838.348	1195.46	811.841		894.561	758.492	742.463	773.608	615.608	434.221	1517.28	1751.89	1598.88		989.628		882.496
P52789	P52789	HXK2_HUMAN	HK2	Hexokinase-2	238.544		369.07	217.773	219.901		281.017	183.42	68.3761				318.885		109.707		146.96	443.011		318.123	214.822	312.853		444.089	322.293	263.465	350.99	261.207	210.054	77.9286	212.411	398.936		385.169		97.648
P52815	P52815	RM12_HUMAN	MRPL12	"39S ribosomal protein L12, mitochondrial"	190.96	222.478	431.776	365.284	588.525	382.375	318.754	235.006	551.503	378.187	347.049	317.047	288.556	117.446	446.003	331.842	539.359	446.366	222.77	176.825	353.783	553.302	851.981	501.96	478.218	511.336	540.413	485.364	268.228	486.913	634.633	522.018	623.623	695.219	515.213	454.556
P52888	P52888	THOP1_HUMAN	THOP1	Thimet oligopeptidase	442.219	419.438	350.071	799.837	695.176	959.141	434.982	565.837	332.05	424.06	644.64		873.947	1031.2	588.712		192.117	276.867	536.462	503.703	728.368	490.289		373.427	1053.89	371.508	992.62	1466.8		456.792	236.553	388.377		595.113		282.919
P52907	P52907	CAZA1_HUMAN	CAPZA1	F-actin-capping protein subunit alpha-1	1279.71	1120.48	759.731	1399.71	1559.23	876.963	1337.08	1458.59	1121.44	1507.23	1206.32	1455.94	1125.28		1178.89	619.826	1433.64	1759.57	1452.97	1748.37	2357.05	1238.47		1467.69	2201.81	1098.93	2973.53	2250.21	2036.59	1933.38	2760.94	2245.53		2007.06	422.773	2832.15
P52948	P52948	NUP98_HUMAN	NUP98	Nuclear pore complex protein Nup98-Nup96	404.552		243.519		384.704	224.594			371.524	556.817					69.064	535.761	305.915		206.66	257.803	283.712		664.984	665.218		275.912		353.585	271.579	312.567		325.837		285.498	287.539	295.54
P53004	P53004	BIEA_HUMAN	BLVRA	Biliverdin reductase A	2369.75	1831.59	2900.8	1716.43	1973.69	2335.69	1953.22	1959.77	1995	1529.23	2212.94	1829.44	2491.1	2495.23	1665.37	83.9575	309.704	1743.93	2336.1	2588.25	1864	2177.6		3104.99	2879.05	2808.65	2531.38	2159.67	2141.29	1928.8	2380.11	2789.15	1542.45	2585.24		2219.32
P53041	P53041	PPP5_HUMAN	PPP5C	Serine/threonine-protein phosphatase 5	397.571	274.886	704.572	147.474	617.547	339.401	388.354	133.185	411.705	69.2344	340.535	230.88		71.7463	249.991			120.149	420.793	131.482	132.009	668.206		177.634	137.482	253.839	512.669	211.533	271.308	317.845	176.221	485.584		457.395		347.18
P53350	P53350	PLK1_HUMAN	PLK1	Serine/threonine-protein kinase PLK1				76.098	319.435				95.2658											151.137																
P53367	P53367	ARFP1_HUMAN	ARFIP1	Arfaptin-1	480.035			274.006	348.856	693.315	225.335	477.888		705.243	309.64		292.668		362.367		421.703	981.814	450.281	258.561	304.021					236.785		599.703			782.999	224.212		415.508		572.808
P53396	P53396	ACLY_HUMAN	ACLY	ATP-citrate synthase	2193.9	1886.96	2105.8	2576.38	2146.08	1923.11	2294.92	2377.96	1390.9	2814.36	1612.63	1923.18	1594.54	1802.18	2419.81	296.25	1154.13	2160.63	2455.23	1521.76	2138.81	1605.08	384.76	2127.74	2474.23	1900.94	2187.02	1920.89	2093.83	1836.7	1689.72	2426.2		2009.09	603.148	1740.1
P53602	P53602	MVD1_HUMAN	MVD	Diphosphomevalonate decarboxylase	412.03	630.214		169.065	104.431	165.119	172.213	116.805	219.598	260.487			222.325		131.634				161.411	204.916	194.097				217.699	145.046	328.095		247.852	141.892	331.216	213.955				220.17
P53618	P53618	COPB_HUMAN	COPB1	Coatomer subunit beta	356.569	697.969	371.123	475.785	584.22	400.033	403.198	610.637	349.326	428.355	609.581	338.538	197.16	279.97	474.935		467.081	519.884	380.143	534.497	401.435	482.004		384.766	691.716	513.976	398.012	392.922	779.487	465.554	490.784	601.149		420.997		439.278
P53621	P53621	COPA_HUMAN	COPA	Coatomer subunit alpha	2535.35	2844.33	2231.33	2188.32	2194.79	1976.01	1827.15	1944.8	1739.21	2452.32	2401.29	1939.52	2058.11	2079.27	2294.19	542.435	1926.14	1892.85	1489.01	2342.94	2164.69	2386.15	674.988	2842.58	2517.29	2791.71	2613.21	1943.27	2100.96	2298.54	2227.78	3053.51	401.704	2269.1		2679.45
P53634	P53634	CATC_HUMAN	CTSC	Dipeptidyl peptidase 1							573.728		224.994					332.612	227.453	164.341	872.708					98.254			223.508	379.913	296.142									
P53680	P53680	AP2S1_HUMAN	AP2S1	AP-2 complex subunit sigma	1076.06	870.39	1039.15	1381.19	1739.53	1391.6	1393.4	1598.83	1401.44	1043.53	1156.5	854.538	1109.65	1072.72	1423.74	1270.32	2000.84	1546.73	1105.38	1337.57	1903.63	1016.5	688.573	763.812	960.284	1303.74	1559.44	695.418	1219.75	756.551	1075.89	1151.64	661.242	630.654	554.934	1112.73
P53814	P53814	SMTN_HUMAN	SMTN	Smoothelin	261.816		584.142	750.148	454.26				434.107		807.023									421.57	359.564				241.355		1011.24		278.151	409.83		223.675				518.623
P53992	P53992	SC24C_HUMAN	SEC24C	Protein transport protein Sec24C	355.566	813.379	416.307	445.016	491.516	641.099	586.043	369.135	503.096	391.268	397.359	500.233	624.212	426.441	288.265		191.069	553.467	347.535	581.405	295.048	549.209		413.617	435.489	444.128	409.227	594.154	483.041	456.254	425.61	461.051		620.186		545.305
P53999	P53999	TCP4_HUMAN	SUB1	Activated RNA polymerase II transcriptional coactivator p15	510.803	456.61	226.704	787.905	597.253	333.741	213.029	188.564	327.224		592.081	346.331	670.436		380.826		156.777		259.48	559.987	317.499	455.199		363.678	156.389		529.813	530.639	275.048	528.904	736.218	272.934		375.115		138.031
P54105	P54105	ICLN_HUMAN	CLNS1A	Methylosome subunit pICln	603.296	325.467	137.015	263.383	396.647	292.815	324.655	166.296	290.995		531.149	224.823	295.215	354.525	454.005				268.804		475.96	80.2715		308.216	417.963	486.132				464.44		265.378				92.3052
P54136	P54136	SYRC_HUMAN	RARS1	"Arginine--tRNA ligase, cytoplasmic"	820.922	552.782	594.428	798.005	727.751	739.347	575.596	569.985	934.442	759.348	485.81	797.149	901.609	760.339	820.368		374.393	595.154	453.65	1125.23	750.506	813.068		705.621	900.951	921.435	645.367	857.354	784.985	639.514	763.376	707.596		649.986		780.584
P54577	P54577	SYYC_HUMAN	YARS1	"Tyrosine--tRNA ligase, cytoplasmic"	1138.78	780.747	721.777	1269.89	929.771	634.585	614.281	719.489	1409.48	545.018	971.104	570.227	686.563	668.334	956.48		818.537	711.381	616.7	732.48	992.733	1141.04		1017.71	783.977	516.549	802.13	972.963	943.003	909.665	878.06	895.854		996.148		713.633
P54578	P54578	UBP14_HUMAN	USP14	Ubiquitin carboxyl-terminal hydrolase 14	503.506	288.007	502.374	308.304	422.722	609.606	680.782	386.308	382.622	525.693	449.214	412.24	322.234	655.213	859.1		400.695	555.933	606.587	385.008	574.179	325.774		608.732	343.148	439.931	484.211	548.927	272.273	424.9	465.32	561.278		550.41		472.235
P54619	P54619	AAKG1_HUMAN	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1									91.313																							112.039		187.513		171.887
P54652	P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2	1217.69	2684.18	3233.89	924.374	1415.4	1548.11	4238.86	2589.83	1059.26	823.388	1175.98	1283.18	276.998	896.558	1134.49	828.034	2144.14	1650.76	850.659	768.534	2872.64	1190.55	428.579	2114.23	2247.35	3954.09	565.181	915.149	2482.06	1083.42	2242.75	2711.73		1338.44	380.69	2078.77
P54727	P54725;P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B				464.839	258.792				186.17				319.63		287.053						460.793	261.347				270.39	271.029			188.119		101.456				392.45
P54819	P54819	KAD2_HUMAN	AK2	"Adenylate kinase 2, mitochondrial"	601.144	669.37	857.384	809.246	1048.02	723.458	664.715	624.749	958.19	1204.58	1068.24	826.19	532.913	830.622	1204.29	204.047	1279.87	1011.84	905.843	1011.15	831.005	884.077	361.36	930.341	1013.76	588.11	685.278	732.76	873.048	768.435	659.367	636.485	511.388	859.348		660.445
P54886	P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	616.003	585.098	497.828	676.575	506.713	595.839	363.189	671.833	478.505	886.35	922.51	777.467	693.34	545.175	396.04	1031.4	604.03	670.702	267.713	688.801	522.215	620.539	948.378	686.257	956.712	523.022	802.336	938.45	531.643	836.099	475.774	519.046	1287.07	837.54	771.689	811.558
P54920	P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein	660.698	333.332	462.972	373.358	527.772	684.735	408.199	755.206	545.976	854.276	481.133	680.116	460.319	814.639	562.947		631.137	804.995	656.977	674.674	985.087	426.717		458.437	730.413	406.047	341.46	825.442	494.375	583.933	615.748	630.459		446.32	283.547	549.989
P55010	P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5	1219.75	698.578	1143.26	1206.67	940.55	1097.55	746.287	690.562	872.461	1119.13	1084.64	732.489	771.026	1097.95	933.397		431.48	1085.22	911.902	1368.44	1017.68	1102.21		1009.41	828.484	678.678	817.929	734.25	637.302	907.789	1290.7	989.73		790.596		1410.88
P55036	P55036	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4	274.156	438.611	529.163	396.008	420.164	305.268	144.258	559.097	141.124	321.392	279.642	715.845			406.415		351.997	521.597	296.203	186.317	286.712	463.944		255.885	493.569	258.204	363.119	248.813	308.726	419.399	187.919	356.883		440.968		565.006
P55039	P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2	677.772	285.835	298.101	493.024	457.488	426.899	165.35	502.627	493.617	606.473	586.326	568.999	519.967	725.388	519.932		273.482		745.76	406.88		491.306		436.617	343.332	293.623	353.873	354.938	522.237	517.243	433.735	565.966	328.069	77.1399		514.827
