Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	LFQ.intensity.female_1	LFQ.intensity.female_3	LFQ.intensity.female_5	LFQ.intensity.female_7	LFQ.intensity.female_9	LFQ.intensity.female_11	LFQ.intensity.male_1	LFQ.intensity.male_3	LFQ.intensity.male_5	LFQ.intensity.male_7	LFQ.intensity.male_9	LFQ.intensity.male_11
Q12983	Q12983	BNIP3_HUMAN	BNIP3	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	10376.1	8083.04	9217.35	8362.45	7371.41	7716.08	7913.21	9021.06	10291.1	8273.49	8101.52	7492.4
Q12986	Q12986	NFX1_HUMAN	NFX1	Transcriptional repressor NF-X1	6111.29	5775.21	6031.15	5136.03	4773.21	5136.58	4701.22	4691.45	4432.15	4370.41	5868.92	3671.42
Q12996	Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	15723.6	18504.5	16953.9	14483.5	13256	16064.8	14553.1	15615.1	14858	15308.1	15772.9	14388.4
Q13002	Q13002	GRIK2_HUMAN	GRIK2	"Glutamate receptor ionotropic, kainate 2"		4665.93	3131.1	2633.37	2663.03	3444.52	2310.61	3741.03		2711.52	3304.81	2420.75
Q13003	Q13003	GRIK3_HUMAN	GRIK3	"Glutamate receptor ionotropic, kainate 3"		4473.23			2828.39	4437.03	4484.15	6851.15	4892.28	5109.95	5219.6	4115.39
Q13009	Q13009	TIAM1_HUMAN	TIAM1	Rho guanine nucleotide exchange factor TIAM1	11105.6	10719	11306	10071.7	9381.81	9662.45	5524.77	7046.67	7278.93	6636.15	6577.47	5880.09
Q13011	Q13011	ECH1_HUMAN	ECH1	"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"	74454.9	80723.9	83655	81502.8	85553.9	98228	99552	82566	79597.7	89307.2	89066.2	90777.1
Q13015	Q13015	AF1Q_HUMAN	MLLT11	Protein AF1q	1298.7	1276.62	3208.03	4218.15	7013.4	1942.58	6691.98	2513.8	1568.81	6544.55	1771.49	9854.19
Q13017	Q13017	RHG05_HUMAN	ARHGAP5	Rho GTPase-activating protein 5	8508.61	9600.08	8933.86	10167.3	9141.88	9620.4	8478.54	8569.45	8617.85	7963.71	9093.64	8604.42
Q13029	Q13029	PRDM2_HUMAN	PRDM2	PR domain zinc finger protein 2	3799.04	2838.69	1933.49	1622.66	1817.33	2647.25	943.89	2563.68	1402.95	1782.62		1143.39
Q13033	Q13033	STRN3_HUMAN	STRN3	Striatin-3	65051.6	57724.9	56191.4	59935.5	58626.2	58914.5	63076.3	52781.5	57997.9	55298.5	58743.6	61971.7
Q13042	Q13042	CDC16_HUMAN	CDC16	Cell division cycle protein 16 homolog	16912.5	21146.9	20564.6	19342.5	20287.3	20005.4	17835.9	20460.3	19983.8	19695.6	17823.5	16565.4
Q13043	Q13043	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	10008	14140.6	15593.5	17171.5	16534.7	12167.9	17381.6	16906.8	16702.2	17790.4	14296.2	16608.7
Q13045	Q13045	FLII_HUMAN	FLII	Protein flightless-1 homolog	51309.9	61979.4	62415.5	54711.1	58587.8	65331	66808.2	69079.1	63403.4	65353.1	69380.9	61658.9
Q13049	Q13049	TRI32_HUMAN	TRIM32	E3 ubiquitin-protein ligase TRIM32	9755.33	9350.13	8104.31	8725.41	8144.86	9220.53	9240	8461.98	9209.62	8307.38	11223.8	8902.31
Q13057	Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	29686.6	29477.5	24856.4	30391.9	27776.7	29434.3	25725.2	24072	23739	24753.4	24895.7	25785.4
Q13077	Q13077	TRAF1_HUMAN	TRAF1	TNF receptor-associated factor 1		3732.4	3717.47	4683.67	4658.18	3658.86			2813.37	3045.59	3492.47	3273.67
Q13084	Q13084	RM28_HUMAN	MRPL28	"39S ribosomal protein L28, mitochondrial"	29272.2	30092.1	31340.7	30520.4	29699	30307.6	38229.5	35844.7	40559.7	35509.9	37237.2	38058.6
Q13085	Q13085	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	28509.4	31703.6	30343	30128.8	29974	33071.3	34421.1	34052.4	32209.5	34065.6	35402.2	33207.5
Q13098	Q13098	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	49344	55517.1	55483.3	50620.8	51431.8	64979.3	55877.2	47322.1	47851	56978.2	56386.8	55915.8
Q13099	Q13099	IFT88_HUMAN	IFT88	Intraflagellar transport protein 88 homolog	8393.8	8792.18	7993.77	8133.73	8292.38	9304.11	6296.3	6671.9	6342.83	5514.07	6617.29	8010.4
Q13103	Q13103	SPP24_HUMAN	SPP2	Secreted phosphoprotein 24	9317.91	11692.8	9455.87	13120.2	8235.02	10279.3	8215.99	6438.89	9796.28	5808.45	8766.32	5932.68
Q13105	Q13105	ZBT17_HUMAN	ZBTB17	Zinc finger and BTB domain-containing protein 17			314.153	412.481	376.948	356.279	181.114	230.974	179.024	287.202	316.743	285.46
Q13107	Q13107	UBP4_HUMAN	USP4	Ubiquitin carboxyl-terminal hydrolase 4	7639.92	8718.43	8616.94	9139.1	9015.75	8917.74	8666.73	7250.67	6975.48	8271.05	8463.57	9238.81
Q13111	Q13111	CAF1A_HUMAN	CHAF1A	Chromatin assembly factor 1 subunit A	7508.89	5602.06	9118.77	7668.46	5583.53	5783.19	9542.53	8921.36	10470.1	9857	14590.4	11800.8
Q13112	Q13112	CAF1B_HUMAN	CHAF1B	Chromatin assembly factor 1 subunit B	5705.94	5344.6	4764.77	5052.16	3643.71	5134.19	5217.44	5220.51	5865.32	5043.1	6275.31	6522.14
Q13114	Q13114	TRAF3_HUMAN	TRAF3	TNF receptor-associated factor 3	3334.07	4918.72	5056.73	5541.2	3503.42	5262.74	5134.63	7307.43	5956.76	6594.01	4927.03	5418.2
Q13123	Q13123	RED_HUMAN	IK	Protein Red	43044.6	41772.4	53946.5	52678.6	52914.1	45438.6	53599.7	50567.9	54398.5	51772.6	42562.3	50609.4
Q13126	Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	41086.2	42257.2	39455.1	41723.7	42256.3	46253.9	36672.4	23202.3	25269.1	29955.7	38112.1	31964.1
Q13127	Q13127	REST_HUMAN	REST	RE1-silencing transcription factor		3509.93	4537.87	2834.73	3086.41	3924.87	2960.69	2540.72	4378.88	4023.04	4624.92	3433.75
Q13129	Q13129	RLF_HUMAN	RLF	Zinc finger protein Rlf	16526.9	14204	12886.8	10642.8	15313	15902.6	11613.5	12922.1	11038.3	10812.8	12694.5	8884.48
Q13131	Q13131	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	29323.4	32816.6	30734	29733.4	28406.3	34074.3	30756	27701.2	26979.7	28839.3	28804.9	29507.8
Q13136	Q13136	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	22647.2	21449.5	21235.9	21819.9	20416.8	20926.9	20113.5	18524.1	19027.1	20290.6	19930.9	20847.5
Q13137	Q13137	CACO2_HUMAN	CALCOCO2	Calcium-binding and coiled-coil domain-containing protein 2	10335.7	9951.84	10608.1	11822.2	11089.1	10447	11962.7	10633	12855.9	10923.1	10616	13305.5
Q13144	Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	17442.3	19719.5	18774	18837.9	17642.6	20709.8	18208.8	22156.1	21571	24263.9	18232.8	19114.4
Q13148	Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	70133.3	76785.3	91640	82968.5	86515	77939.3	85501.3	90213.7	84929.6	91819.5	70448.6	92448.4
Q13151	Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	110718	115659	119545	117547	116593	117383	101845	109182	94734.3	106515	103241	102589
Q13153	Q13153	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1	17033.4	17955.1	19485.8	23227.1	21259	17707.3	19140.7	17776.6	20643.7	21758.9	17114.5	19522.9
Q13155	Q13155	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	74689.5	77619.1	93664.6	104793	95425	80944.1	98735.3	82459.7	81128.6	101608	81691	95686.2
Q13158	Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	14780.5	13547.5	15149.1	15955.2	16363.4	13047.1	14384.4	10063.8	13816.4	18907.6	12794.6	16960.9
Q13162	Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	127692	157340	162242	172455	162600	156689	168597	150036	152869	163892	150948	160008
Q13163	Q13163	MP2K5_HUMAN	MAP2K5	Dual specificity mitogen-activated protein kinase kinase 5	4839.12	3687.03	4289	3676.48	3516.96	3741.04	2866.43	5281.44	3946.35	4614.73	4616.88	4522.46
Q13164	Q13164	MK07_HUMAN	MAPK7	Mitogen-activated protein kinase 7	15329.6	14721.8	16071.2	16225.8	15974.8	16425.6	12633.6	12938.8	12476.7	11265.7	13658.4	11863.5
Q13177	Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	88177.4	91067	118682	132054	132458	107863	123785	96891.4	105129	120210	97320.4	121625
Q13185	Q13185	CBX3_HUMAN	CBX3	Chromobox protein homolog 3	45569.2	45887.7	57542.4	67482.1	65171	49356.5	60542.4	54508.8	59841.3	57606.1	47297.3	60075
Q13188	Q13188	STK3_HUMAN	STK3	Serine/threonine-protein kinase 3	11854.1	14024.2	14178.1	17126.2	16390.9	13788	18856.1	15985.2	15574.2	17197.7	14613.9	19770.1
Q13190	Q13190	STX5_HUMAN	STX5	Syntaxin-5	19504.1	18190.3	14043.5	12764.6	14368.6	17032	12497.1	16157.7	13503.2	13706.2	12573.3	13657.8
Q13191	Q13191	CBLB_HUMAN	CBLB	E3 ubiquitin-protein ligase CBL-B	4303.92	4504.15	2869.39	3692.99	2188.29	2086.93	2915.05		3344.5	3475.61		3856.56
Q13200	Q13200	PSMD2_HUMAN	PSMD2	26S proteasome non-ATPase regulatory subunit 2	201128	246523	280473	278322	271574	259162	283455	258893	251228	282905	230072	266419
Q13206	Q13206	DDX10_HUMAN	DDX10	Probable ATP-dependent RNA helicase DDX10	84412.5	83101	81882.5	76435.2	76173.6	81282.5	63512.2	91065.8	77602.1	72850.9	86775.2	78378.7
Q13217	Q13217	DNJC3_HUMAN	DNAJC3	DnaJ homolog subfamily C member 3	45419.6	48121	44303	41554.3	42962.7	50024.3	39282.6	44087.9	45028.1	43547.4	48532.2	42638.5
Q13219	Q13219	PAPP1_HUMAN	PAPPA	Pappalysin-1	4781.5	3969.57	4124.89	3525.46	3445.63	5326.92	2926.97	3882.08	3347.36	3278.12	4688.61	3765.74
Q13227	Q13227	GPS2_HUMAN	GPS2	G protein pathway suppressor 2	4935.22	4168.52	6119.42	4569.99	6411.11	5467.12	5168.99	6557.37	6347.5	7701.64	5677.15	5530.95
Q13228	Q13228	SBP1_HUMAN	SELENBP1	Methanethiol oxidase	56090.4	57794.3	58873.3	65838.7	61873.1	58816.2	57926.9	50449	54685.2	53140.3	54129.9	53938.3
Q13232	Q13232	NDK3_HUMAN	NME3	Nucleoside diphosphate kinase 3	39986.4	42640.9	35503.9	30263.3	32428.7	44420.7	36924.7	41216.3	37157.8	36589.8	43562.2	33876.7
Q13233	Q13233	M3K1_HUMAN	MAP3K1	Mitogen-activated protein kinase kinase kinase 1		1186.05	2159.81	1765.66	1433.15		1514.12	2081.88	1577.58	2100.19	3827.52	1459.6
Q13242	Q13242	SRSF9_HUMAN	SRSF9	Serine/arginine-rich splicing factor 9	150800	160235	193727	226391	188354	144391	193301	199307	206268	196344	159569	180856
Q13243	Q13243	SRSF5_HUMAN	SRSF5	Serine/arginine-rich splicing factor 5	63754.1	60979.4	65747	75840.4	65988.5	60078.6	62586.8	44887.1	54037.4	55167.6	53606.2	58744.4
Q13247	Q13247	SRSF6_HUMAN	SRSF6	Serine/arginine-rich splicing factor 6	72387.5	76766.4	69207.5	76958.1	78621	71137.1	62578.8	67122.9	63565.7	66998.9	65996.8	63253.3
Q13257	Q13257	MD2L1_HUMAN	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A	15217.1	18990.2	15193.7	12801.1	19648.2	17745.4	18291.7	17493.8	18485.8	15473.5	16090.8	15817.8
Q13263	Q13263	TIF1B_HUMAN	TRIM28	Transcription intermediary factor 1-beta	139519	148183	143541	147116	161015	152862	137493	121031	146844	155384	148405	144499
Q13277	Q13277	STX3_HUMAN	STX3	Syntaxin-3	9661.96	9858.32	9351.45	8886.45	10583.8	8457.25	11409.5	11635	12081.3	10823.6	12013.9	12657.3
Q13283	Q13283	G3BP1_HUMAN	G3BP1	Ras GTPase-activating protein-binding protein 1	157850	156855	193225	205953	182179	154940	189318	165619	202997	196189	179865	191157
Q13286	Q13286	CLN3_HUMAN	CLN3	Battenin	4412.33	4439.34	4550.29	3175.6	3525	3480.91	4917.14	4662.43	3610.18	4187.85	6362.15	5785.85
Q13287	Q13287	NMI_HUMAN	NMI	N-myc-interactor	6903.29	6458.62	5853.18	6169.33	6041.76	5423.51	5711.79	5847.05	7178.46	5459.37	7280.05	6329.1
Q13308	Q13308	PTK7_HUMAN	PTK7	Inactive tyrosine-protein kinase 7	124432	132165	126362	115259	128246	130594	134318	135062	124764	139247	138614	142842
Q13310	Q13310	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4	67902.9	78681.3	76397.9	68386.8	71812.1	81052.7	70573.2	75607.2	74402.7	72889.4	79075.8	70200
Q13315	Q13315	ATM_HUMAN	ATM	Serine-protein kinase ATM	9364.02	11411.2	11589.4	11168.3	11446.4	11841.2	10623.7	12011.7	10535.6	11344	10751	10561.9
Q13322	Q13322	GRB10_HUMAN	GRB10	Growth factor receptor-bound protein 10	21982.8	20740.4	19271.8	18293.5	18202.1	21383.4	16712.4	15493.4	14571.7	17078.9	19730.8	16371.1
Q13325	Q13325	IFIT5_HUMAN	IFIT5	Interferon-induced protein with tetratricopeptide repeats 5	17269.7	18555.1	17149.8	17795.3	16531.4	17641.3	11767.2	13059	12214	12354.1	13857.6	14796.3
Q13330	Q13330	MTA1_HUMAN	MTA1	Metastasis-associated protein MTA1	33930.1	36581.1	37883.1	32496.3	32814.7	38314.1	31216	39241	34967.7	33730.2	39218.8	33344.3
Q13332	P10586;P23468;Q13332	PTPRS_HUMAN	PTPRS	Receptor-type tyrosine-protein phosphatase S	8511.02	7715.3	6944.83	7493.53	6903.49	7084.37	5458.11	5539.56	5520.76	4788.69	6669.78	6729.16
Q13347	Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	75498.9	75338.3	94534.5	91405.4	91279.5	78412.9	92267.3	81530.7	96804.2	97507.1	68801.2	84719.5
Q13356	Q13356	PPIL2_HUMAN	PPIL2	RING-type E3 ubiquitin-protein ligase PPIL2	7122.89	7049.41	6990.46	6280.35	5608.13	6477.71	6223.52	7185.01	6069	6862.98	7851.67	6850.58
Q13361	Q13361	MFAP5_HUMAN	MFAP5	Microfibrillar-associated protein 5	2402.2	1868.8	3362.65	3032.02	3204.69	2460.57	1730.84	1972.49	3004.25	2434.39	2011.59	3110.34
Q13362	Q13362	2A5G_HUMAN	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform	21825.6	23329.8	35557.9	41424.1	34635.6	29249.2	30881.9	27551.2	26303.4	32876.1	27556.6	33337.3
Q13363	Q13363;P56545	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	88205.9	95033.2	77318.6	72390.4	70484.7	90125.2	68542.1	69349.2	75496.2	73751.1	67369.4	70248.8
Q13371	Q13371	PHLP_HUMAN	PDCL	Phosducin-like protein	26930.3	25089	45967.9	50733.7	42096.4	28627.5	42173.2	55391.7	60456.9	56638	31851.6	37745.6
Q13393	Q13393	PLD1_HUMAN	PLD1	Phospholipase D1	8039.17	6471.22	6555.55	6428.89	5165.65	7321.1	4865.62	5915.01	5665.78	4851.55	6022.9	4667.52
Q13395	Q13395	TARB1_HUMAN	TARBP1	Probable methyltransferase TARBP1	4383.1	5848.29	5857.46	6625.67	5389.31	5488.15	4621.36	5689.78	5368.38	4844.85	4862.2	5076.01
Q13404	Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	125601	144747	235174	282197	328523	169107	240147	211271	250864	314793	98875	223120
Q13405	Q13405	RM49_HUMAN	MRPL49	"39S ribosomal protein L49, mitochondrial"	25484.3	21756.8	22759	19489.6	20443.9	20479.9	22239.5	21942	22109.6	19212.2	26109	17651.5
Q13409	Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	84992.8	85303.7	90489.8	99447	94954.6	90891.1	103380	91208.9	96544.3	98165.4	98851.5	103828
Q13416	Q13416	ORC2_HUMAN	ORC2	Origin recognition complex subunit 2	5312.09	4523.5	5253.83	5097.54	6345.08	5319.07	6055.5	6138.84	2397.64	4507.69	6057.94	5667.39
Q13418	Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	89450.7	100807	135914	146003	148237	123637	151625	113887	116556	146704	103565	142058
Q13423	Q13423	NNTM_HUMAN	NNT	"NAD(P) transhydrogenase, mitochondrial"	64954.5	82256.8	85000.1	67814.8	75806.5	86214.2	96081.4	130321	116572	105039	102196	104504
Q13424	Q13424	SNTA1_HUMAN	SNTA1	Alpha-1-syntrophin	5530.19	6960.9	6724.65	7974.28	7287.23	6296.02	7519.43	6990.78	7849.82	10275.2	5360.82	7729.33
Q13425	Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	31382.3	34907.2	33318.7	31780.4	28283.2	32161.9	24180.2	27237.6	23104.5	23055.6	26375.6	24707.8
Q13426	Q13426	XRCC4_HUMAN	XRCC4	DNA repair protein XRCC4	8323.44	10516.5	12712.8	14612.2	12623.3	11017.4	15264.6	10964.1	13554.6	14410	12408.9	13996.1
Q13427	Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G	44982.8	46285.3	53135.9	50516.8	48002.1	48175.3	44277	45467.5	44636.4	48310.7	46094.8	46339.3
Q13428	Q13428	TCOF_HUMAN	TCOF1	Treacle protein	41051.4	41094.8	46649.2	44976.3	43275	39324.7	42960.4	46328.8	44565	43319.9	38294.9	42311.8
Q13433	Q13433	S39A6_HUMAN	SLC39A6	Zinc transporter ZIP6	6628.4	6100.69	8221.41	7871.75	6984.19	6061.78	7606.85	11059	8114.31	9347.52	7889.03	8562.01
Q13434;Q9UHC7	Q13434;Q9UHC7	MKRN1_HUMAN;MKRN4_HUMAN	MKRN1;MKRN4P	Putative E3 ubiquitin-protein ligase makorin-4	1409.86	1207.63	1779.17	2139.25	1846.06	1792.57	1763.57	1385.75	1650.04	1943.5	1618.04	1262.15
Q13435	Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	80305.8	77912.4	99145	104338	103805	81643.8	101868	98379.8	105717	99408.6	77542.7	96830
Q13438	Q13438	OS9_HUMAN	OS9	Protein OS-9	12926.3	13106.6	11217.5	14377	12892.7	11964.9	14154.2	13433.7	14406.8	14740.2	14077.5	12921.1
Q13439	Q13439	GOGA4_HUMAN	GOLGA4	Golgin subfamily A member 4	39698.7	35930	34712.4	34267.7	34302.7	32098	36723.4	36710.3	38831.6	38065.3	37890.8	38063.6
Q13442	Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	89625.2	90906.3	106772	120445	112851	87971.5	100360	90350.2	92767.9	100020	92575.6	92219.4
Q13443	Q13443	ADAM9_HUMAN	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9	26181.3	26358.8	25111.6	21151.6	21360.4	24094.9	28137.6	27476.5	25875.6	26297.4	29618.7	29341.5
Q13444	Q13444	ADA15_HUMAN	ADAM15	Disintegrin and metalloproteinase domain-containing protein 15	7674.46	9424.01	8648.45	7467.59	7632.73	6510.8	7004.49	6492.98	6084.02	6080.44	8588.71	7064.8
Q13445	Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	41470.5	46897.9	97028.7	105516	80336.8	42372.1	113346	96518	113181	125524	48746.6	97117.3
Q13449	Q13449	LSAMP_HUMAN	LSAMP	Limbic system-associated membrane protein	77958.9	91682.6	95027.6	98858.6	91160.2	84397.9	107336	106342	114808	115134	89972.4	101573
Q13451	Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	33012.8	36121.9	41571.3	44709.8	45974.6	37939.8	31303.5	31458.1	30741.2	33703.8	28073.6	31845.9
Q13454	Q13454	TUSC3_HUMAN	TUSC3	Tumor suppressor candidate 3	13957	16656.6	15206.4	13849	14175.5	15423.6	11462.4	14931.8	14056.2	12027.7	12252.2	11414.4
Q13459	Q13459	MYO9B_HUMAN	MYO9B	Unconventional myosin-IXb	28653.8	30108.7	30502.2	30368.4	30292.3	32189.5	32442.3	31953.4	30064.8	30903.3	33372.1	32273.6
Q13464	Q13464	ROCK1_HUMAN	ROCK1	Rho-associated protein kinase 1	39032	40594.5	39319	40983.6	41538.1	40245.9	39427.9	36615.1	37817.1	38422.4	36650.5	39492.1
Q13467	Q13467	FZD5_HUMAN	FZD5	Frizzled-5	3968.37	6145.54	6404.07	6505.44	5651.13	3926.86	7795.21	10384.7	10155.2	8714.81	6330.59	8389.89
Q13472	Q13472	TOP3A_HUMAN	TOP3A	DNA topoisomerase 3-alpha	1899.67	3250.96	3904	3017.57	3505.64	3101.25	3239.79	2979.52	2492.42	4437.08	3617.65	3243.83
Q13480	Q13480	GAB1_HUMAN	GAB1	GRB2-associated-binding protein 1	6204.63	8235.44	6434.8	7507.88	7424.6	6043.59	7329.81	5444.61	5536.35	5156.16	8224.62	8047.56
Q13485	Q13485	SMAD4_HUMAN	SMAD4	Mothers against decapentaplegic homolog 4	3734.78	4594.88	6743.22	8132.43	7349.13	5784.9	6068.37	8035.27	9860.24	9714.96	9433.07	8465.89
Q13488	Q13488	VPP3_HUMAN	TCIRG1	V-type proton ATPase 116 kDa subunit a 3	31224.3	36300.4	34013.8	28375.9	26222.9	27982.5	24435.5	27562.3	25566.1	28868.2	29484.2	24745.3
Q13490	Q13490	BIRC2_HUMAN	BIRC2	Baculoviral IAP repeat-containing protein 2	10759.5	12698.1	14890	16414.1	16448.6	14074.4	15014.6	13070.2	14286.1	14578.8	12073.5	12563.6
Q13491	Q13491	GPM6B_HUMAN	GPM6B	Neuronal membrane glycoprotein M6-b	7394.94	9984.64	24492.3	23134.4	15248	7783.52	26197	22802.5	27916.1	31218.2	9739.89	32672.1
Q13492	Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	79784.6	83503.6	99762.8	101115	102343	89458.1	134937	128911	119787	128759	111348	133201
Q13496	Q13496	MTM1_HUMAN	MTM1	Myotubularin	9601.31	9369.87	9962.74	10038.4	9721.72	10715.1	9329.45	9375.64	8447.01	8517.19	9020.07	8931.08
Q13501	Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	98606.2	87511.7	84456.3	99564	98057	86369.9	114517	86231.4	89376.6	109837	102192	114788
Q13503	Q13503	MED21_HUMAN	MED21	Mediator of RNA polymerase II transcription subunit 21	6286.28	5072.15	8685.59	7386.74	7785.48	6012.62	8509.96	8057.61	7092.63	6807.69	6281.89	7169.83
Q13505	Q13505	MTX1_HUMAN	MTX1	Metaxin-1	34442.5	35796.7	42746.8	39187.4	39863.1	37619.6	47167.6	48535.7	44614.5	46102.7	45540.8	46331.7
Q13509	Q13509;Q9BUF5	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	632162	655741	776676	916555	847109	809532	1.00404e+06	705696	660071	841925	770705	966231
Q13510	Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	40264.2	39545.3	65557.8	74108.9	67738	45893.9	94867.6	80328.8	94046.6	108279	54667.1	95023.8
Q13523	Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog	12934.6	13395.9	12304.8	10739.8	12835	15153.4	9996.36	11475.2	11587.2	9268.64	12303.9	11541.4
Q13526	Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	31236.7	27654.4	27562.4	29694.5	30365.1	27739.2	31120.8	25403.1	28892	30141.5	32608.6	33314.1
Q13535	Q13535	ATR_HUMAN	ATR	Serine/threonine-protein kinase ATR	9602.59	10921.5	11940.5	10105.6	9742.94	10439.2	11866.9	12376.9	12019.2	11809.7	12385.7	11400.7
Q13541	Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1	3451.91	4417.07	8152.92	10605.5	11034.3	5685.91	7746.34	5016.7	3864.66	5413.33	4206.64	9363
Q13542	Q13542	4EBP2_HUMAN	EIF4EBP2	Eukaryotic translation initiation factor 4E-binding protein 2	14881.8	10230.7	10781.6	13911.8	12047	8783.67	8941.13	8556.5	10001.5	7578.34	9298.92	7714.63
Q13546	Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	13668.9	16854.7	16783.1	17588.8	18281.9	18422.1	18129.2	18044.2	16764.5	18605.5	17752.1	17450.1
Q13547	Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	4754.55	5583.08	10116.5	10182.5	9123.87	6525.36	12390.1	13098.1	9066.25	12409.7	6832.7	9110.88
Q13555	Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	17408.2	19306.9	20164	19920.2	19167.4	22234.6	20022.2	17945.3	18999.7	19462.6	19399.9	20045.5
Q13557	Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta	161055	192134	206422	223440	216453	210699	250037	219122	217934	245212	202069	235416
Q13561	Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	97086.9	90836.5	107285	112627	117154	91699.3	126690	92559.1	106551	110451	97531.4	114468
Q13563	Q13563	PKD2_HUMAN	PKD2	Polycystin-2	18702.3	20099.6	23127.9	19985.3	21022.8	21369	18275.6	22611.7	21343.2	20884.9	19476.1	21349.2
Q13564	Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	36131.8	44665.9	50878.1	56797.1	50751.9	48238.2	52182.4	43740.9	43622	43849.3	44639.3	48131.7
Q13569	Q13569	TDG_HUMAN	TDG	G/T mismatch-specific thymine DNA glycosylase	4095.38	5656.37	9833.94	10497.2	10671	6971.94	12446.8	11356.1	7514.12	9191.33	9622.15	14295.8
Q13572	Q13572	ITPK1_HUMAN	ITPK1	Inositol-tetrakisphosphate 1-kinase	8890.89	12732.6	15281.2	14616	11032.9	8712.58	10973.5	20631.9	15529.1	19683.4	13013.4	14999.8
Q13573	Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	44709.5	48429.4	54709.9	45743.4	49991.5	49038.6	45778.6	59366.2	53406	50571.7	42961.5	54190.1
Q13574	Q13574	DGKZ_HUMAN	DGKZ	Diacylglycerol kinase zeta	5465.11	4824.38	4082.99	4174.43	4765.36	4618.79	4072.41	3972.71	4145.12	4823.43	4813.38	4148.39
Q13576	Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2	17726.6	14405.9	14708	17430.4	13300.6	15471.5	30754.6	24340.3	23968.8	25438.7	30023.8	26857.4
Q13586	Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	41684.7	39958.1	39265.3	39178.4	39246.7	36689	44058.3	48536.2	47688.2	46606.1	44823.6	44770.3
