Category,Term,ID,adj_pval,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,Genes
GO:BP,cell fate commitment,GO:0045165,1,0,290,414,8,21031,"PML,NFIB,SFRP2,ARX,FGFR1,SMAD5,JAK1,CDON"
GO:BP,development of primary sexual characteristics,GO:0045137,1,0,239,414,9,21031,"PTX3,SFRP2,RDH10,MMP14,DACH1,TLR3,FER,FOXO3,WDR48"
GO:BP,regulation of bone resorption,GO:0045124,1,0,45,414,2,21031,"EGFR,LTBP3"
GO:BP,transcytosis,GO:0045056,1,0,22,414,1,21031,LRP1
GO:BP,cellular extravasation,GO:0045123,1,0,75,414,2,21031,"ICAM1,FER"
GO:BP,intermediate filament cytoskeleton organization,GO:0045104,1,0,94,414,2,21031,"GFAP,PLEC"
GO:BP,intermediate filament-based process,GO:0045103,1,0,95,414,2,21031,"GFAP,PLEC"
GO:BP,positive regulation of innate immune response,GO:0045089,1,0,345,414,10,21031,"GBP2,PAK3,TLR3,PTPRS,TKFC,DDX3X,OTUD4,XRCC6,ARRB2,CAV1"
GO:BP,regulation of innate immune response,GO:0045088,1,0,415,414,10,21031,"GBP2,PAK3,TLR3,PTPRS,TKFC,DDX3X,OTUD4,XRCC6,ARRB2,CAV1"
GO:BP,innate immune response,GO:0045087,1,0,965,414,23,21031,"PML,PTX3,GBP1,GBP2,PAK3,NFKB2,IFIT5,MYO1C,RELB,JAK1,TLR3,PTPRS,JAK2,PLPP6,TKFC,DDX3X,OTUD4,ANXA1,SAMD9,TRAF2,XRCC6,ARRB2,CAV1"
GO:BP,negative regulation of viral genome replication,GO:0045071,1,0,55,414,1,21031,IFIT5
GO:BP,positive regulation of viral genome replication,GO:0045070,1,0,31,414,2,21031,"PPIH,DDX3X"
GO:BP,regulation of viral genome replication,GO:0045069,1,0,85,414,3,21031,"IFIT5,PPIH,DDX3X"
GO:BP,regulatory T cell differentiation,GO:0045066,1,0,39,414,1,21031,FOXO3
GO:BP,T-helper 2 cell differentiation,GO:0045064,1,0,19,414,1,21031,ANXA1
GO:BP,T-helper 1 cell differentiation,GO:0045063,1,0,24,414,2,21031,"RELB,ANXA1"
GO:BP,intermediate filament organization,GO:0045109,1,0,73,414,2,21031,"GFAP,PLEC"
GO:BP,mitotic G1/S transition checkpoint signaling,GO:0044819,1,0,33,414,1,21031,PML
GO:BP,regulation of erythrocyte differentiation,GO:0045646,1,0,44,414,2,21031,"SMAP1,FOXO3"
GO:BP,regulation of myoblast differentiation,GO:0045661,1,0,74,414,2,21031,"DPF3,BOC"
GO:BP,positive regulation of transcription by RNA polymerase III,GO:0045945,1,0,19,414,1,21031,MYO1C
GO:BP,positive regulation of transcription by RNA polymerase I,GO:0045943,1,0,35,414,1,21031,MYO1C
GO:BP,negative regulation of phosphate metabolic process,GO:0045936,1,0,355,414,17,21031,"CD109,PTPRJ,DMD,MVP,SFRP2,IRS2,CHMP6,EPHB2,MYADM,PARD3,NPRL2,STK38,GRB10,5MP1,ARRB2,CAV1,NCOR1"
GO:BP,negative regulation of nucleobase-containing compound metabolic process,GO:0045934,1,0,1588,414,43,21031,"IL33,KANK2,NFIX,PML,RUNX1,HMGA1,NFIB,SFRP2,ARX,HIC1,DACH1,KCNK2,LARP7,FGFR1,GAS6,KDM5C,RELB,SMAD5,BMI1,ERF,BIN1,ZEB1,HDAC7,APEX1,OTUB1,SRSF6,NFIC,PTBP2,PARN,CDK5,TRAF2,XRCC6,FOXO3,CTCF,CAV1,CYREN,ZC3H4,NCOR1,NOC2L,TLE5,CCND3,RBM42,RAD50"
GO:BP,positive regulation of muscle contraction,GO:0045933,1,0,45,414,1,21031,GSTO1
GO:BP,negative regulation of muscle contraction,GO:0045932,1,0,22,414,2,21031,"DOCK4,BIN1"
GO:BP,positive regulation of mitotic cell cycle,GO:0045931,1,0,120,414,6,21031,"EGFR,FGFR1,CUL4B,DDX3X,RCC2,ANXA1"
GO:BP,negative regulation of mitotic cell cycle,GO:0045930,1,0,232,414,7,21031,"KANK2,PML,FHL1,EGFR,XPC,TAOK3,RAD50"
GO:BP,positive regulation of growth,GO:0045927,1,0,258,414,14,21031,"EGFR,SFRP2,ARX,MMP14,ISLR2,FGFR1,BBS2,TRPV2,PLS1,BBS4,MEGF8,DDX3X,5MP1,TEAD1"
GO:BP,negative regulation of growth,GO:0045926,1,0,244,414,12,21031,"PML,FHL1,PSRC1,PTPRJ,SFRP2,SIPA1,KCNK2,BBS2,PTPRS,DDX3X,CDK5,SESN2"
GO:BP,positive regulation of fatty acid metabolic process,GO:0045923,1,0,39,414,3,21031,"IRS1,IRS2,ANXA1"
GO:BP,negative regulation of translational initiation,GO:0045947,1,0,22,414,1,21031,PML
GO:BP,negative regulation of fatty acid metabolic process,GO:0045922,1,0,37,414,1,21031,NCOR1
GO:BP,negative regulation of exocytosis,GO:0045920,1,0,36,414,1,21031,ANXA1
GO:BP,positive regulation of carbohydrate metabolic process,GO:0045913,1,0,76,414,3,21031,"IRS1,IRS2,NNMT"
GO:BP,negative regulation of carbohydrate metabolic process,GO:0045912,1,0,54,414,2,21031,"GRB10,NCOR1"
GO:BP,positive regulation of DNA recombination,GO:0045911,1,0,70,414,2,21031,"KMT5B,WDR48"
GO:BP,positive regulation of vasoconstriction,GO:0045907,1,0,32,414,3,21031,"EGFR,TRPM4,CAV1"
GO:BP,negative regulation of vasoconstriction,GO:0045906,1,0,12,414,1,21031,DOCK4
GO:BP,positive regulation of DNA-templated transcription,GO:0045893,1,0,1703,414,52,21031,"IL33,NFIX,PML,RUNX1,EGFR,PSRC1,MET,FHOD1,HMGA1,NFIB,SFRP2,JUNB,NAMPT,ARX,LPIN1,ASPH,NFKB2,MAPK3,PAX8,SETX,ARRB1,MYO1C,GRIN1,LARP7,RELB,RRP1B,SMAD5,ZEB1,PHIP,TLR3,MED17,DDX17,APEX1,JAK2,XPC,CDON,NFIC,DDX3X,KDM6A,ANXA2,IFT74,NPAS3,CDC5L,TEAD1,TACC1,XRCC6,FOXO3,TADA1,LMO7,CTCF,CRTC3,ZMIZ1"
GO:BP,negative regulation of DNA-templated transcription,GO:0045892,1,0,1333,414,34,21031,"IL33,KANK2,NFIX,PML,RUNX1,HMGA1,NFIB,SFRP2,ARX,HIC1,DACH1,LARP7,FGFR1,GAS6,KDM5C,RELB,SMAD5,BMI1,ERF,BIN1,ZEB1,HDAC7,APEX1,NFIC,CDK5,XRCC6,FOXO3,CTCF,CAV1,ZC3H4,NCOR1,NOC2L,TLE5,CCND3"
GO:BP,positive regulation of smoothened signaling pathway,GO:0045880,1,0,38,414,1,21031,KIF7
GO:BP,negative regulation of smoothened signaling pathway,GO:0045879,1,0,35,414,3,21031,"HHIP,MEGF8,KIF7"
GO:BP,positive regulation of proteolysis,GO:0045862,1,0,320,414,9,21031,"IL33,ASPH,MMP14,ROBO1,JAK2,DDX3X,ANXA2,5MP1,SPON1"
GO:BP,positive regulation of exocytosis,GO:0045921,1,0,79,414,4,21031,"SDC4,SNF8,ANXA2,CDK5"
GO:BP,negative regulation of proteolysis,GO:0045861,1,0,193,414,11,21031,"PML,TIMP3,BAG5,GAS6,BIN1,LRP1,CD44,OPHN1,DDX3X,CDK5,UBXN1"
GO:BP,positive regulation of translational initiation,GO:0045948,1,0,30,414,2,21031,"DHX29,DDX3X"
GO:BP,positive regulation of calcium ion-dependent exocytosis,GO:0045956,1,0,13,414,1,21031,CDK5
GO:BP,positive regulation of vitamin metabolic process,GO:0046136,1,0,4,414,1,21031,RDH10
GO:BP,purine ribonucleoside catabolic process,GO:0046130,1,0,6,414,1,21031,ENPP4
GO:BP,purine ribonucleoside biosynthetic process,GO:0046129,1,0,11,414,1,21031,MTAP
GO:BP,purine ribonucleoside metabolic process,GO:0046128,1,0,21,414,2,21031,"ENPP4,MTAP"
GO:BP,dUMP catabolic process,GO:0046079,1,0,6,414,1,21031,NT5C
GO:BP,dUMP metabolic process,GO:0046078,1,0,7,414,1,21031,NT5C
GO:BP,dTMP catabolic process,GO:0046074,1,0,3,414,1,21031,NT5C
GO:BP,dTMP metabolic process,GO:0046073,1,0,6,414,1,21031,NT5C
GO:BP,dCMP metabolic process,GO:0046063,1,0,6,414,1,21031,NT5C
GO:BP,dGMP catabolic process,GO:0046055,1,0,4,414,1,21031,NT5C
GO:BP,dGMP metabolic process,GO:0046054,1,0,6,414,1,21031,NT5C
GO:BP,negative regulation of natural killer cell mediated cytotoxicity,GO:0045953,1,0,17,414,1,21031,ARRB2
GO:BP,UMP catabolic process,GO:0046050,1,0,5,414,1,21031,NT5C
GO:BP,IMP metabolic process,GO:0046040,1,0,18,414,3,21031,"AMPD2,NT5C,AMPD3"
GO:BP,ATP metabolic process,GO:0046034,1,0,223,414,3,21031,"ALDOC,GALK1,NCOR1"
GO:BP,AMP metabolic process,GO:0046033,1,0,24,414,2,21031,"AMPD2,AMPD3"
GO:BP,ADP catabolic process,GO:0046032,1,0,93,414,3,21031,"ALDOC,GALK1,NCOR1"
GO:BP,ADP metabolic process,GO:0046031,1,0,100,414,3,21031,"ALDOC,GALK1,NCOR1"
GO:BP,regulation of embryonic development,GO:0045995,1,0,92,414,3,21031,"SFRP2,LAMA4,LAMA5"
GO:BP,negative regulation of embryonic development,GO:0045992,1,0,2,414,1,21031,SFRP2
GO:BP,positive regulation of striated muscle contraction,GO:0045989,1,0,13,414,1,21031,GSTO1
GO:BP,negative regulation of striated muscle contraction,GO:0045988,1,0,9,414,1,21031,BIN1
GO:BP,negative regulation of smooth muscle contraction,GO:0045986,1,0,12,414,1,21031,DOCK4
GO:BP,negative regulation of nucleotide metabolic process,GO:0045980,1,0,26,414,1,21031,NCOR1
GO:BP,UMP metabolic process,GO:0046049,1,0,15,414,1,21031,NT5C
GO:BP,positive regulation of erythrocyte differentiation,GO:0045648,1,0,30,414,2,21031,"SMAP1,FOXO3"
GO:BP,positive regulation of mitotic nuclear division,GO:0045840,1,0,45,414,1,21031,PHIP
GO:BP,positive regulation of lipid metabolic process,GO:0045834,1,0,122,414,6,21031,"RDH10,IRS1,IRS2,ABHD6,ANXA1,5MP1"
GO:BP,positive regulation of DNA repair,GO:0045739,1,0,131,414,4,21031,"EGFR,DPF3,KMT5B,WDR48"
GO:BP,negative regulation of DNA repair,GO:0045738,1,0,37,414,2,21031,"OTUB1,CYREN"
GO:BP,positive regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0045737,1,0,36,414,4,21031,"EGFR,PSRC1,CCNY,CCND3"
GO:BP,positive regulation of protein catabolic process,GO:0045732,1,0,206,414,6,21031,"IL33,SNF8,LRP1,ATG7,CUL4B,FAF1"
GO:BP,positive regulation of translation,GO:0045727,1,0,140,414,3,21031,"DHX29,DDX3X,PLD1"
GO:BP,positive regulation of glycogen biosynthetic process,GO:0045725,1,0,15,414,2,21031,"IRS1,IRS2"
GO:BP,positive regulation of cilium assembly,GO:0045724,1,0,29,414,2,21031,"IFT88,BBS4"
GO:BP,positive regulation of fatty acid biosynthetic process,GO:0045723,1,0,22,414,1,21031,ANXA1
GO:BP,positive regulation of gluconeogenesis,GO:0045722,1,0,18,414,1,21031,NNMT
GO:BP,negative regulation of glycogen biosynthetic process,GO:0045719,1,0,7,414,1,21031,GRB10
GO:BP,positive regulation of glial cell differentiation,GO:0045687,1,0,46,414,2,21031,"IL33,BIN1"
GO:BP,positive regulation of DNA replication,GO:0045740,1,0,38,414,4,21031,"EGFR,LPIN1,FGFR1,FAF1"
GO:BP,regulation of glial cell differentiation,GO:0045685,1,0,77,414,2,21031,"IL33,BIN1"
GO:BP,negative regulation of epidermis development,GO:0045683,1,0,15,414,1,21031,SRSF6
GO:BP,regulation of epidermis development,GO:0045682,1,0,65,414,3,21031,"CD109,SRSF6,NUMA1"
GO:BP,negative regulation of osteoclast differentiation,GO:0045671,1,0,33,414,1,21031,TLR3
GO:BP,regulation of osteoclast differentiation,GO:0045670,1,0,72,414,1,21031,TLR3
GO:BP,positive regulation of osteoblast differentiation,GO:0045669,1,0,69,414,4,21031,"GDPD2,SFRP2,SMAD5,SUCO"
GO:BP,negative regulation of osteoblast differentiation,GO:0045668,1,0,50,414,3,21031,"TRPM4,HDAC7,TWSG1"
GO:BP,regulation of osteoblast differentiation,GO:0045667,1,0,130,414,7,21031,"GDPD2,SFRP2,TRPM4,SMAD5,HDAC7,SUCO,TWSG1"
GO:BP,positive regulation of neuron differentiation,GO:0045666,1,0,92,414,5,21031,"CPNE1,DMD,FGFR1,ZEB1,CDON"
GO:BP,negative regulation of neuron differentiation,GO:0045665,1,0,74,414,3,21031,"DMD,NEPRO,FOXO3"
GO:BP,regulation of neuron differentiation,GO:0045664,1,0,199,414,10,21031,"CPNE1,TIAM1,DMD,SFRP2,FGFR1,BIN1,ZEB1,CDON,NEPRO,FOXO3"
GO:BP,positive regulation of myoblast differentiation,GO:0045663,1,0,44,414,2,21031,"DPF3,BOC"
GO:BP,positive regulation of epidermis development,GO:0045684,1,0,31,414,1,21031,NUMA1
GO:BP,negative regulation of membrane potential,GO:0045837,1,0,12,414,1,21031,5MP1
GO:BP,positive regulation of epidermal growth factor receptor signaling pathway,GO:0045742,1,0,27,414,1,21031,RALB
GO:BP,negative regulation of Notch signaling pathway,GO:0045746,1,0,39,414,2,21031,"MMP14,ARRB1"
GO:BP,negative regulation of lipid metabolic process,GO:0045833,1,0,99,414,2,21031,"CRTC3,NCOR1"
GO:BP,positive regulation of isotype switching,GO:0045830,1,0,28,414,1,21031,KMT5B
GO:BP,positive regulation of isoprenoid metabolic process,GO:0045828,1,0,1,414,1,21031,RDH10
GO:BP,negative regulation of innate immune response,GO:0045824,1,0,82,414,1,21031,ARRB2
GO:BP,positive regulation of heart contraction,GO:0045823,1,0,37,414,1,21031,TRPM4
GO:BP,negative regulation of heart contraction,GO:0045822,1,0,21,414,1,21031,BIN1
GO:BP,negative regulation of glycolytic process,GO:0045820,1,0,18,414,1,21031,NCOR1
GO:BP,transcription initiation-coupled chromatin remodeling,GO:0045815,1,0,37,414,1,21031,NOC2L
GO:BP,"negative regulation of gene expression, epigenetic",GO:0045814,1,0,139,414,3,21031,"BMI1,HAT1,CTCF"
GO:BP,positive regulation of endocytosis,GO:0045807,1,0,153,414,9,21031,"PTPRJ,PTX3,ARRB1,GAS6,BIN1,LRP1,ANO6,ANXA2,ARRB2"
GO:BP,negative regulation of endocytosis,GO:0045806,1,0,67,414,3,21031,"STX1B,ANXA2,CAV1"
GO:BP,auditory receptor cell development,GO:0060117,1,0,29,414,2,21031,"FGFR1,PLS1"
GO:BP,negative regulation of cell volume,GO:0045794,1,0,5,414,1,21031,ANO6
GO:BP,positive regulation of cell cycle,GO:0045787,1,0,349,414,12,21031,"SVIL,EGFR,PSRC1,CCNY,FGFR1,PHIP,CUL4B,DDX3X,RCC2,NUMA1,ANXA1,CCND3"
GO:BP,negative regulation of cell cycle,GO:0045786,1,0,388,414,10,21031,"KANK2,PML,FHL1,EGFR,SIPA1,XPC,TAOK3,CDK5,CDC5L,RAD50"
GO:BP,positive regulation of bone resorption,GO:0045780,1,0,20,414,2,21031,"EGFR,LTBP3"
GO:BP,positive regulation of ossification,GO:0045778,1,0,54,414,1,21031,ANO6
GO:BP,negative regulation of blood pressure,GO:0045776,1,0,48,414,1,21031,BBS4
GO:BP,positive regulation of axon extension,GO:0045773,1,0,38,414,4,21031,"ISLR2,TRPV2,MEGF8,5MP1"
GO:BP,positive regulation of angiogenesis,GO:0045766,1,0,165,414,8,21031,"RUNX1,HSPB6,SFRP2,CD34,JCAD,SASH1,JAK1,TLR3"
GO:BP,regulation of angiogenesis,GO:0045765,1,0,288,414,10,21031,"PML,RUNX1,HSPB6,SFRP2,CD34,JCAD,SASH1,RHOJ,JAK1,TLR3"
GO:BP,positive regulation of action potential,GO:0045760,1,0,8,414,1,21031,TRPM4
GO:BP,negative regulation of action potential,GO:0045759,1,0,6,414,1,21031,BIN1
GO:BP,positive regulation of Notch signaling pathway,GO:0045747,1,0,48,414,3,21031,"ROBO1,NEPRO,ZMIZ1"
GO:BP,positive regulation of cell size,GO:0045793,1,0,13,414,1,21031,KDM6A
GO:BP,alcohol biosynthetic process,GO:0046165,1,0,135,414,1,21031,PLPP6
GO:BP,mitotic G2/M transition checkpoint,GO:0044818,1,0,53,414,2,21031,"TAOK3,RAD50"
GO:BP,positive regulation by host of viral process,GO:0044794,1,0,21,414,2,21031,"STOM,CAV2"
GO:BP,anoikis,GO:0043276,1,0,35,414,2,21031,"CAV1,TLE5"
GO:BP,negative regulation of monoatomic ion transport,GO:0043271,1,0,117,414,5,21031,"GSTO1,EPHB2,BIN1,PXK,CAV1"
GO:BP,positive regulation of monoatomic ion transport,GO:0043270,1,0,209,414,9,21031,"FHL1,DMD,GSTO1,ASPH,GRIN1,TRPV2,EPHB2,ANO6,CAV1"
GO:BP,regulation of monoatomic ion transport,GO:0043269,1,0,451,414,14,21031,"PML,FHL1,DMD,GSTO1,ASPH,GRIN1,STOM,TRPV2,EPHB2,BIN1,ANO6,FXYD6,PXK,CAV1"
GO:BP,positive regulation of potassium ion transport,GO:0043268,1,0,43,414,2,21031,"FHL1,ANO6"
GO:BP,negative regulation of potassium ion transport,GO:0043267,1,0,29,414,2,21031,"BIN1,CAV1"
GO:BP,regulation of potassium ion transport,GO:0043266,1,0,94,414,4,21031,"FHL1,BIN1,ANO6,CAV1"
GO:BP,regulation of carbohydrate biosynthetic process,GO:0043255,1,0,95,414,5,21031,"IRS1,IRS2,NNMT,GRB10,SESN2"
GO:BP,telomere maintenance in response to DNA damage,GO:0043247,1,0,30,414,1,21031,APEX1
GO:BP,regulation of protein-containing complex disassembly,GO:0043244,1,0,125,414,5,21031,"SVIL,CAPG,ASPH,SETX,EPS8"
GO:BP,positive regulation of protein-containing complex disassembly,GO:0043243,1,0,37,414,1,21031,SETX
GO:BP,apoptotic cell clearance,GO:0043277,1,0,48,414,4,21031,"GAS6,LRP1,TGM2,ANXA1"
GO:BP,negative regulation of protein-containing complex disassembly,GO:0043242,1,0,82,414,3,21031,"SVIL,CAPG,EPS8"
GO:BP,response to external biotic stimulus,GO:0043207,1,0,1551,414,40,21031,"IL33,PML,DCLK1,PTX3,NFIB,GBP1,GPM6A,GBP2,PAK3,NFKB2,IFIT5,MAPK3,MYO1C,LOXL1,SASH1,RELB,RRP1B,EPHB2,JAK1,ATG7,TLR3,DDX56,DDX17,PTPRS,FKBP5,JAK2,PLPP6,AP1S1,TKFC,DDX3X,OTUD4,FER,ANXA1,SAMD9,ARMC5,TRAF2,XRCC6,WIPF1,ARRB2,CAV1"
GO:BP,response to leucine,GO:0043201,1,0,16,414,2,21031,"SESN3,SESN2"
GO:BP,response to amino acid,GO:0043200,1,0,127,414,5,21031,"EGFR,GRIN1,SESN3,ZEB1,SESN2"
GO:BP,nucleoside salvage,GO:0043174,1,0,12,414,1,21031,MTAP
GO:BP,nucleotide salvage,GO:0043173,1,0,18,414,2,21031,"AMPD2,AMPD3"
GO:BP,peptide catabolic process,GO:0043171,1,0,30,414,1,21031,GGT5
GO:BP,macromolecule metabolic process,GO:0043170,1,0,12170,414,228,21031,"IL33,LPXN,POSTN,RTN1,MMAB,GFAP,KANK2,NFIX,PML,RUNX1,STX1B,CD109,HSPB6,TNIK,EGFR,PSRC1,PTPRJ,MET,NEIL2,MAST4,FHOD1,CPNE1,DCLK1,HMGA1,DMD,CSPG4,TMTC1,PTX3,EHD3,NFIB,GBP1,MVP,SFRP2,JUNB,CD34,CCNY,NAMPT,PTPRA,ARX,LPIN1,PAMR1,TIMP3,PAK3,IRS1,MTO1,ASPH,NFKB2,MMP14,IRS2,CLGN,MAPK3,WDR81,DPF3,HIC1,PAX8,SETX,DPH2,PTPRU,MTRR,ELP1,ARRB1,MYO1C,LOXL1,DACH1,GMPPA,KMT5B,SASH1,UGDH,DCPS,KCNK2,GFPT2,GRIN1,NAA50,CHMP6,PAXX,GYS1,SOCS6,EPHB4,LARP7,ROBO1,PDRG1,THOP1,BAG5,TRPM4,PPIH,FGFR1,GAS6,BBS2,KDM5C,RELB,NOC3L,RRP1B,SMAD5,EPHB2,PARP4,DHX29,JAK1,BMI1,MOCS3,ERF,BOP1,SNF8,BIN1,ILDR2,ZEB1,LRP1,MYADM,HDAC7,PHIP,EIF3J,ATG7,PLOD3,TLR3,NOP2,SULF2,MED17,DDX56,PARD3,DDX17,CUL4B,APEX1,BBS4,ATE1,UNKL,PTPRS,FKBP5,JAK2,WDR91,RWDD1,TGM2,CHD1L,OTUB1,CD276,PIGG,CD44,PLPP6,PIGN,EOGT,NNMT,MEGF8,PLEC,XPC,CDON,SRSF6,GPC1,STK38,NFIC,PTBP2,TOP3B,OPHN1,DDX3X,PARN,RIOK1,FZD6,NEO1,TAOK3,ADPRS,KDM6A,OTUD4,ZFP91,HTRA1,FER,ANXA2,ANXA1,CDK5,GRB10,5MP1,CTU1,AGAP3,FAF1,PXK,IFT74,NPAS3,SESN2,NOLC1,BRD3,HAT1,TBCD,CDC5L,TRAF2,TEAD1,TACC1,RRBP1,XRCC6,RALB,FOXO3,UBA1,EXOG,ERCC5,GGT5,WIPF1,TADA1,CHD1,UBXN1,LMO7,CTF1,ARRB2,CTCF,SPON1,CDC26,WDR48,SRSF5,CAV1,CRTC3,CYREN,SLX9,ZC3H4,RBM28,NCOR1,ELP5,NOC2L,SSH3,TLE5,UBXN7,RIOK2,GFPT1,CCND3,RBM42,PLD1,RAD50,TWSG1,NEK9,ZMIZ1,SSRP1,MAK16,OARD1,TUSC3,DOHH"
GO:BP,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,GO:0043162,1,0,38,414,2,21031,"CHMP6,SNF8"
GO:BP,proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0043161,1,0,400,414,10,21031,"IL33,PML,ARRB1,BAG5,AGAP3,FAF1,UBXN1,ARRB2,CDC26,UBXN7"
GO:BP,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043154,1,0,49,414,3,21031,"GAS6,CD44,DDX3X"
GO:BP,entrainment of circadian clock by photoperiod,GO:0043153,1,0,24,414,1,21031,PML
GO:BP,myelin maintenance,GO:0043217,1,0,17,414,2,21031,"PLEC,DEGS1"
GO:BP,stress fiber assembly,GO:0043149,1,0,107,414,6,21031,"MET,FHOD1,SDC4,ARRB1,RHPN2,BBS4"
GO:BP,response to alkaloid,GO:0043279,1,0,95,414,3,21031,"TIAM1,TGM2,CDK5"
GO:BP,regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043281,1,0,149,414,6,21031,"ROBO1,GAS6,JAK2,CD44,DDX3X,5MP1"
GO:BP,positive regulation of MAP kinase activity,GO:0043406,1,0,77,414,6,21031,"EGFR,SASH1,ROBO1,FGFR1,TAOK3,TRAF2"
GO:BP,regulation of MAP kinase activity,GO:0043405,1,0,124,414,8,21031,"EGFR,PTPRJ,SASH1,ROBO1,FGFR1,STK38,TAOK3,TRAF2"
GO:BP,skeletal muscle tissue regeneration,GO:0043403,1,0,42,414,3,21031,"CD9,DMD,ANXA1"
GO:BP,steroid hormone mediated signaling pathway,GO:0043401,1,0,141,414,6,21031,"KANK2,DDX17,JAK2,RWDD1,NCOR1,ZMIZ1"
GO:BP,regulation of protein binding,GO:0043393,1,0,135,414,7,21031,"TIAM1,LRP1,ANXA2,RALB,ARRB2,CAV1,TLE5"
GO:BP,negative regulation of DNA binding,GO:0043392,1,0,31,414,2,21031,"CPNE1,JAK2"
GO:BP,"positive regulation of CD8-positive, alpha-beta T cell differentiation",GO:0043378,1,0,5,414,1,21031,RUNX1
GO:BP,"regulation of CD8-positive, alpha-beta T cell differentiation",GO:0043376,1,0,8,414,1,21031,RUNX1
GO:BP,"CD8-positive, alpha-beta T cell differentiation",GO:0043374,1,0,16,414,1,21031,RUNX1
GO:BP,"CD4-positive, alpha-beta T cell lineage commitment",GO:0043373,1,0,23,414,1,21031,JAK1
GO:BP,"positive regulation of CD4-positive, alpha-beta T cell differentiation",GO:0043372,1,0,33,414,1,21031,ANXA1
GO:BP,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043280,1,0,102,414,4,21031,"ROBO1,JAK2,DDX3X,5MP1"
GO:BP,"negative regulation of CD4-positive, alpha-beta T cell differentiation",GO:0043371,1,0,22,414,2,21031,"RUNX1,ANXA1"
GO:BP,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",GO:0043369,1,0,27,414,1,21031,JAK1
GO:BP,positive T cell selection,GO:0043368,1,0,41,414,1,21031,JAK1
GO:BP,"CD4-positive, alpha-beta T cell differentiation",GO:0043367,1,0,94,414,6,21031,"RUNX1,JUNB,RELB,JAK1,ANXA1,ARMC5"
GO:BP,response to dsRNA,GO:0043331,1,0,59,414,4,21031,"MAPK3,TLR3,RALB,CAV1"
GO:BP,response to exogenous dsRNA,GO:0043330,1,0,51,414,4,21031,"MAPK3,TLR3,RALB,CAV1"
GO:BP,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,GO:0043328,1,0,16,414,1,21031,SNF8
GO:BP,regulation of mast cell degranulation,GO:0043304,1,0,30,414,1,21031,FER
GO:BP,mast cell degranulation,GO:0043303,1,0,54,414,1,21031,FER
GO:BP,regulation of leukocyte degranulation,GO:0043300,1,0,48,414,1,21031,FER
GO:BP,leukocyte degranulation,GO:0043299,1,0,82,414,1,21031,FER
GO:BP,apical junction assembly,GO:0043297,1,0,77,414,3,21031,"MYO1C,PARD3,TBCD"
GO:BP,"regulation of CD4-positive, alpha-beta T cell differentiation",GO:0043370,1,0,54,414,3,21031,"RUNX1,JUNB,ANXA1"
GO:BP,negative regulation of MAP kinase activity,GO:0043407,1,0,43,414,2,21031,"PTPRJ,STK38"
GO:BP,sno(s)RNA processing,GO:0043144,1,0,14,414,2,21031,"LARP7,PARN"
GO:BP,positive regulation of canonical NF-kappaB signal transduction,GO:0043123,1,0,207,414,4,21031,"IFIT5,TLR3,TRAF2,CAV1"
GO:BP,amide transport,GO:0042886,1,0,319,414,10,21031,"EGFR,TIAM1,IRS1,IRS2,PAX8,ITPR1,TRPM4,ILDR2,JAK2,ANXA1"
GO:BP,defense response to protozoan,GO:0042832,1,0,27,414,2,21031,"GBP1,GBP2"
GO:BP,pyridoxal phosphate biosynthetic process,GO:0042823,1,0,2,414,1,21031,PNPO
GO:BP,pyridoxal phosphate metabolic process,GO:0042822,1,0,4,414,1,21031,PNPO
GO:BP,vitamin B6 biosynthetic process,GO:0042819,1,0,3,414,1,21031,PNPO
GO:BP,pyridoxamine metabolic process,GO:0042818,1,0,2,414,1,21031,PNPO
GO:BP,vitamin B6 metabolic process,GO:0042816,1,0,5,414,1,21031,PNPO
GO:BP,snRNA transcription by RNA polymerase II,GO:0042795,1,0,16,414,1,21031,LARP7
GO:BP,mRNA transcription by RNA polymerase II,GO:0042789,1,0,48,414,1,21031,ANXA2
GO:BP,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:0042771,1,0,47,414,2,21031,"PML,CD44"
GO:BP,signal transduction in response to DNA damage,GO:0042770,1,0,197,414,9,21031,"PML,MAPK3,HIC1,CD44,XPC,TAOK3,SESN2,CDC5L,FOXO3"
GO:BP,D-amino acid transport,GO:0042940,1,0,7,414,1,21031,GFAP
GO:BP,regulation of circadian rhythm,GO:0042752,1,0,113,414,2,21031,"PML,ATG7"
GO:BP,hydrogen peroxide metabolic process,GO:0042743,1,0,55,414,2,21031,"EGFR,PXDN"
GO:BP,defense response to bacterium,GO:0042742,1,0,325,414,3,21031,"GBP1,GBP2,TLR3"
GO:BP,embryonic digit morphogenesis,GO:0042733,1,0,61,414,2,21031,"SFRP2,FZD6"
GO:BP,fibrinolysis,GO:0042730,1,0,27,414,1,21031,ANXA2
