Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-195_3581.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-196_3582.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-197_3584.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-198_3585.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-199_3587.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-200_3588.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-201_3603.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-202_3604.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-203_3605.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-204_3607.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-205_3608.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-13-2024_Slot1-206_3609.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-195_3592.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-196_3593.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-197_3595.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-198_3596.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-199_3598.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-200_3599.d
P61020	P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B												354.586						
P61026	P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10	2169.64	3148.38	1791.05		1326.31	2349.92	1712.68	1812.87	1940.59	3013.71		1874.49						
P61077;P62837	P61077;P62837	UB2D2_HUMAN;UB2D3_HUMAN	UBE2D2;UBE2D3	Ubiquitin-conjugating enzyme E2 D3					1668.85		881.124					916.125						
P61081	P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12			730.006			1709.39	1184.65					1447.17						
P61088	P61088	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N	671.232	1758.15	3544.88			2553.47	4201.3					3542.72						
P61106	P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14	2109.59	1643.26	1065.14	1038.43	1839.5	1043.34	750.815	1026.01	1103.88	905.172		510.205						
P61158	P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3						727.765	1083.68					1112.1						
P61160	P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2		1257.01	1107.62			568.118	731.742			260.103	554.343	565.341						
P61163	P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	859.313	1291.08				2159.48	1039.17	1281.26	644.275			795.483						
P61201	P61201	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2							181.274					358.452						
P61204;P84077	P61204;P84077	ARF1_HUMAN;ARF3_HUMAN	ARF1;ARF3	ADP-ribosylation factor 3		933.725	733.081		1198.65	1654.51	2256.11					1559.25						
P61221	P61221	ABCE1_HUMAN	ABCE1	ATP-binding cassette sub-family E member 1							1058.87					785.685						
P61224;P62834	P62834;P61224	RAP1A_HUMAN;RAP1B_HUMAN	RAP1A;RAP1B	Ras-related protein Rap-1b	2508.05	4811.24	2112.99	1831.24	1421.74	3346.93	2169.19	3410.13	3512.32	3189.54	481.129	2137.06						
P61225	Q9Y3L5;P10114;P61225	RAP2B_HUMAN	RAP2B	Ras-related protein Rap-2b		438.426	1204.29			578.088	625.128		844.249			388.866						
P61247	P61247	RS3A_HUMAN	RPS3A	40S ribosomal protein S3a	2106.13	2691.04	2961.23	1260.97	541.658	5097.77	5486.43	2756.84	3354.78	3629.43	2116.18	4999.6						
P61254	P61254;Q9UNX3	RL26_HUMAN	RPL26	60S ribosomal protein L26	5246.19	3734.24	4622	3230.1	1997.83	6815.17	8391.84	4600.21	5245.91	4160.35	3497.88	8603.32						
P61289	P61289	PSME3_HUMAN	PSME3	Proteasome activator complex subunit 3		5007.08				1117.64	1135.61	1131.99	929.586	1446.05		1215.26						
P61313	P61313	RL15_HUMAN	RPL15	60S ribosomal protein L15	4598.37	3840.35	3981.26	3502.16	2263.35	4508.5	6174.88	3677.83	5070.01	4747.83	2243.48	7338.4						
P61326;Q96A72	P61326;Q96A72	MGN2_HUMAN;MGN_HUMAN	MAGOH;MAGOHB	Protein mago nashi homolog							290.038		727.549		1326.62	661.449						
P61353	P61353	RL27_HUMAN	RPL27	60S ribosomal protein L27	4185.85	7560.98	6645.94	3091.42	2017.56	8659.41	8670.99	6334.29	8546.8	8909.73	4386.37	8593.37						
P61421	P61421	VA0D1_HUMAN	ATP6V0D1	V-type proton ATPase subunit d 1	878.71		2056.1		429.221	906.678	1026.96	1159.42	494.943	1646.83	1210.22	919.11						
P61513	P61513	RL37A_HUMAN	RPL37A	60S ribosomal protein L37a						1531.8	1140.15			615.268		1834.29						
P61604	P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	2251.84	685.422			715.372			386.65		1521.36								
P61619	Q9H9S3;P61619	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1		576.715	559.509	1690.17	1212.59	1106.88	951.675	1035.56	1269.49		1179.26	990.179						
P61626	P61626	LYSC_HUMAN	LYZ	Lysozyme C	1275.37	2005.01	775.604	1393.39	8367.87		431.876				1223.01							
P61803	P61803	DAD1_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	1004.59		3601.37	2413.14	420.397	1600	1119.91	1714.89	2087.28	1600.17	1280.63	855.223						
P61923	P61923	COPZ1_HUMAN	COPZ1	Coatomer subunit zeta-1							1010.17					768.445						
P61927	P61927	RL37_HUMAN	RPL37	60S ribosomal protein L37	1781.96					1736.81	1724.8			1663.88		2105.2						
P61956	P61956;P55854;Q6EEV6	SUMO2_HUMAN	SUMO2	Small ubiquitin-related modifier 2	1144.38	1143.9	1435.92	1238.31	292.68	3176.43	4016.37	674.137	1056.67	952.252	2677.35	5360.37						
P61960	P61960	UFM1_HUMAN	UFM1	Ubiquitin-fold modifier 1	353.318		506.414				1395.74					887.343						
P61970	P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2					2630.01		1472.41					1830.68						
P61978	P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	3652.4	2958.42	4184.33	2639.82	1105	6567.69	6141.51	4791.52	2668.2	3135.77	2760.54	4883.66						
P61981	P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	2386.04	1557.41	3126.68		571.555	3892.25	6442.05	899.497	1394.24	2715.23	971.008	6270.14						
P62081	P62081	RS7_HUMAN	RPS7	40S ribosomal protein S7	3697.75	3274.7	4436.61		781.326	6700.21	7916.14	4394.33	4638.52	3572.24		9387.2						
P62136	P62136	PP1A_HUMAN	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	1996.56		568.622			1436.17	905.544	946.909		977.296		1034.35						
P62140	P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit		490.748	753.914			695.517	486.877		806.259	1078.38		265.928						
P62191	P62191	PRS4_HUMAN	PSMC1	26S proteasome regulatory subunit 4	949.505	917.711	1308.06	351.973		918.788	1162.73	918.575	533.74			1054.93						
P62195	P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8	1327.87	493.34		391.953		1553.5	1725.67	1436.72	631.538		417.699	1278.74						
P62241	P62241	RS8_HUMAN	RPS8	40S ribosomal protein S8	2381.25	2742.32	3452.18	2085.96	607.435	3224.69	3808.22	2319.04	4023.89	3092.21	1779.54	4689.89						
P62244	P62244	RS15A_HUMAN	RPS15A	40S ribosomal protein S15a	5488.34	4023.08	7365.26	1346.91	2045.96	7545.3	8822.6	5688.98	4509.66	5473.96	2668.97	9196.99						
P62249	P62249	RS16_HUMAN	RPS16	40S ribosomal protein S16	4954.74	5277.45	8859.25	2545.13	1544.11	6416.71	8966.27	4287.55	4609.64	6292.66	2491.97	9526.97						
P62258	P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	2205.33	2692.72	2430.51	1735.92	764.461	4235.01	4930.82	1394.57	1520.59	2572.91	1198.88	4840.34						
P62263	P62263	RS14_HUMAN	RPS14	40S ribosomal protein S14	2574.4	3038.68	5207.26	1784.1		4989.26	4653.21	2522.37	2260.23	3327.05		4567.96						
P62266	P62266	RS23_HUMAN	RPS23	40S ribosomal protein S23	2072.82	1430.46	2224.78	521.99	677.461	2731.42	2977.72	2279.81	1399.42	1425.29	1101.97	3430.32						
P62269	P62269	RS18_HUMAN	RPS18	40S ribosomal protein S18	2775.85	2782.89	5164.6	1047.08	707.214	4823.53	5924.45	2303.7	2243.4	3046.59	1951.75	5428.78						
P62277	P62277	RS13_HUMAN	RPS13	40S ribosomal protein S13	6930.92	3476.83	6721.49	5563.52	1768	5870.18	7563.54	5299.17	4888.27	3996.78	3534.29	7044.46						
P62280	P62280	RS11_HUMAN	RPS11	40S ribosomal protein S11	2308.81	3111.41	4450.29	4301.56		3706.89	5300.24	2827.34	3748.52	2684.89	416.658	5418.29						
P62310	P62310	LSM3_HUMAN	LSM3	U6 snRNA-associated Sm-like protein LSm3						346.252	526.445					502.67						
P62314	P62314	SMD1_HUMAN	SNRPD1	Small nuclear ribonucleoprotein Sm D1					1306.04		422.306	1019.89	2091.9									
P62318	P62318	SMD3_HUMAN	SNRPD3	Small nuclear ribonucleoprotein Sm D3	2126.57	701.198		522.044		3015.74	1213.51	1856.04	1558.46	2156	1194.24	1610.54						
P62328	P62328	TYB4_HUMAN	TMSB4X	Thymosin beta-4	3160.36	2770.86	4764.5	2895.9		4610.21	6536.36				2501.12	9105.08						
P62330	P62330	ARF6_HUMAN	ARF6	ADP-ribosylation factor 6		395.262	1042.14			777.508	929.451					589.636						
P62333	P62333	PRS10_HUMAN	PSMC6	26S proteasome regulatory subunit 10B						871.627	621.99					870.808						
P62424	P62424	RL7A_HUMAN	RPL7A	60S ribosomal protein L7a	2325.02	2893.73	1798.02	1881.85	1216.95	3614.13	3881.49	2116.2	2576.02	3458.51	1106.66	2958.46						
P62495	P62495	ERF1_HUMAN	ETF1	Eukaryotic peptide chain release factor subunit 1		290.994	2036.51			1152.05	1484.65					1693.1						
P62701	P22090;P62701;Q8TD47	RS4X_HUMAN	RPS4X	40S ribosomal protein S4, X isoform	5478.77	4407.29	5326.54	927.96	1164.7	6763.81	7421.1	4438.15	3355.54	4579.57	2297.76	7907.43						
P62714;P67775	P67775;P62714	PP2AA_HUMAN;PP2AB_HUMAN	PPP2CA;PPP2CB	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	859.205					1362.32	1723	711.839	1091.79	1436.28		1733.01						
P62736;P63267;P68032;P68133	P68133;P62736;P68032;P63267	ACTA_HUMAN;ACTC_HUMAN;ACTH_HUMAN;ACTS_HUMAN	ACTA1;ACTA2;ACTC1;ACTG2	Actin, aortic smooth muscle					2020.93		327.142											
P62750	P62750	RL23A_HUMAN	RPL23A	60S ribosomal protein L23a	5677.92	5179.28	5363.46	3206.26	1927.24	9238.64	8020.52	5308.34	6692.87	4763.16	2426.22	8350.93						
P62753	P62753	RS6_HUMAN	RPS6	40S ribosomal protein S6	3898.45	5467.86	4560.92			4876.09	4233.82	3469.75	2720.44	2258.91	1009.63	5609.69						
P62805	P62805	H4_HUMAN	H4C1	Histone H4	274116	165970	278945	137187	41541.4	112413	65490.2	141331	77824.4	210272	125682	97455.8						
P62820	P62820	RAB1A_HUMAN	RAB1A	Ras-related protein Rab-1A	13918.7	12594.5	14348.9	7629.65	3683.71	12314.1	7972.42	10489.1	10624	11691.6	7967.7	8360.05						
P62826	P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	6852.35	8508.32	12900.9	6287.79	2451.23	14640	25088.1	4508.36	6360	7469.69	6449.46	29822						
P62829	P62829	RL23_HUMAN	RPL23	60S ribosomal protein L23	1857.28	2017.37	3606.98	901.9	557.791	4032.29	2958.14	1531.44	1366.54	3879.3		3399.01						
P62847	P62847	RS24_HUMAN	RPS24	40S ribosomal protein S24	495.183					976.579	611.217		432.014			411.314						
P62851	P62851	RS25_HUMAN	RPS25	40S ribosomal protein S25	4840.54	4728.71	6138.67	1295.42	1297.44	7770.73	9879.51	4156.76	6512.07	4303.64	970.394	9610.05						
P62854	Q5JNZ5;P62854	RS26_HUMAN	RPS26	40S ribosomal protein S26	3806.48	4373.62	4089.25	1860.04	464.011	4573.48	4654.77	3741.93	3115.91	3085.66	1381.67	5519.28						
P62857	P62857	RS28_HUMAN	RPS28	40S ribosomal protein S28			1765.08			2083.85	1974.26				552.421	1920.74						
P62861	P62861	RS30_HUMAN	FAU	FAU ubiquitin-like and ribosomal protein S30	4771.13	3438.35	3039.42	2630.51	1565.35	6825.94	5555.79	3220.75	4381.08	4373.27	1613.49	5395.88						
P62875	P62875	RPAB5_HUMAN	POLR2L	DNA-directed RNA polymerases I, II, and III subunit RPABC5							226.667					583.208						
P62879	P62873;P16520;P62879;Q9HAV0	GBB2_HUMAN	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	2636.03	2956.43	4145.73		2628.84	5550.24	4024.73	3065.55	3435.39	4968.05	6750.91	2354.18						
P62888	P62888	RL30_HUMAN	RPL30	60S ribosomal protein L30						3250.29	5106.04	2420.83	3432.77			4571.68						
P62891;Q59GN2	P62891;Q59GN2	R39L5_HUMAN;RL39_HUMAN	RPL39;RPL39P5	60S ribosomal protein L39							1157.36											
P62899	P62899	RL31_HUMAN	RPL31	60S ribosomal protein L31	4376.9	3486.34	5569.29	1648.16	892.652	5983.27	6653.61	4009.14	5309.74	5702.97	2971.26	7381.85						
P62906	P62906	RL10A_HUMAN	RPL10A	60S ribosomal protein L10a	4729.78	2990.9	3518.84	1497.34	1401.11	5466.32	4920.65	3964.37	4247.74	3712.26	2185.44	5252.05						
P62910	P62910	RL32_HUMAN	RPL32	60S ribosomal protein L32						3023.52	4132.89					4462.07						
P62913	P62913	RL11_HUMAN	RPL11	60S ribosomal protein L11	3599.92	2944.79	2548.44	1528.55	977.626	3067.95	4698.43	2669.16	2824.03	2650.09	1297.5	3954.7						
P62917	P62917	RL8_HUMAN	RPL8	60S ribosomal protein L8	5710.02	4800.24	4875.56	2866.2	909.386	7011.61	8445.87	3527.03	6655.7	2523.01		9194.55						
P62937	P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A	5890.05	3959.97	6760.42	3157.41	1971.46	9772.24	11562.3	1941.95	3575.04	4330.78	4330.22	12378.7						
P62942	P62942	FKB1A_HUMAN	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	787.478		807.679			690.528	1485.66		330.011	985.393		1687.69						
P62993	P62993	GRB2_HUMAN	GRB2	Growth factor receptor-bound protein 2							271.694					641.614						
P62995	P62995	TRA2B_HUMAN	TRA2B	Transformer-2 protein homolog beta	1833.91	1835.55	2173.47	1412.51		1127.46	908.107	1600.96	1164.2	1505.37		691.627						
P63010	Q10567;P63010	AP2B1_HUMAN	AP2B1	AP-2 complex subunit beta		2097.37	1688.14	1026.04		792.102	1090.87	718.306	551.189	822.21		978.334						
P63027;Q15836	P63027;Q15836	VAMP2_HUMAN;VAMP3_HUMAN	VAMP2;VAMP3	Vesicle-associated membrane protein 2						490.173	379.869	380.84				255.251						
P63092;Q5JWF2	Q5JWF2;P63092	GNAS1_HUMAN;GNAS2_HUMAN	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	2868.97	771.586	4686.99	1798.18		7887.24	3933.49	3226.3	4020.31	3530.14	4176.99	2633.88						
P63096	P63096;P08754;P09471;P04899	GNAI1_HUMAN	GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-1		770.819				775.206	521.149	1037.21	835.668	615.044	957.892	405.922						
P63104	P63104	1433Z_HUMAN	YWHAZ	14-3-3 protein zeta/delta	8365.75	7412.35	10327.3	8174.73	3851.5	14368.5	26472.7	6446.53	5812.3	7793.72	7618.44	25717.4						
P63151	P63151	2ABA_HUMAN	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform							900.9					704.773						
P63167	P63167	DYL1_HUMAN	DYNLL1	Dynein light chain 1, cytoplasmic							1784.07	1310.46				2798.76						
P63173	P63173	RL38_HUMAN	RPL38	60S ribosomal protein L38		1446.61				3378.2	3014.26	1111.31	1153.13			2946.98						
P63208	P63208	SKP1_HUMAN	SKP1	S-phase kinase-associated protein 1	873.898						447.772	104.279										
P63218	P63218	GBG5_HUMAN	GNG5	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5												909.873						
P63241	P63241;Q9GZV4;Q6IS14	IF5A1_HUMAN	EIF5A	Eukaryotic translation initiation factor 5A-1			1634.96	1360.92	661.763	7472.55	10085.9	942.825	1485.5	2205.18	1549.67	8993.65						
P63244	P63244	RACK1_HUMAN	RACK1	Receptor of activated protein C kinase 1	1330.52	2866.96	3053.8	1058.03	1805.16	4023.04	5419.18	1255.48	1634.61	2396.93	1597.27	5290.47						
P63279	P63279	UBC9_HUMAN	UBE2I	SUMO-conjugating enzyme UBC9							728.14					574.363						
P63313	P63313;CONT|P21752|TYB10_BOVIN	TYB10_HUMAN	TMSB10	Thymosin beta-10		1226.05				3635.13	7917.61	1340.06	796.065	2417.97		9357.47						
P67809	P67809;P16989;Q9Y2T7	YBOX1_HUMAN	YBX1	Y-box-binding protein 1	2717.51	2478.65	1958.12			1745.1	2487.33	1264.79	2215.43		881.62	1853.35						
P67812	P67812	SC11A_HUMAN	SEC11A	Signal peptidase complex catalytic subunit SEC11A		680.715	1804.81				252.21	875.378	990.696									
P67936	P67936;P09493;P07951;P06753;CONT|Q5KR48|TPM2_BOVIN	TPM4_HUMAN	TPM4	Tropomyosin alpha-4 chain	10304.6	8653	8008.8	2062.01	9948.26	18592.9	11556.4	9369.32	7026.03	7915.64	3464.06	15089.8						
P68036	P68036	UB2L3_HUMAN	UBE2L3	Ubiquitin-conjugating enzyme E2 L3							965.497					940.819						
P68104;Q5VTE0	P68104;Q5VTE0	EF1A1_HUMAN;EF1A3_HUMAN	EEF1A1;EEF1A1P5	Elongation factor 1-alpha 1	18398.2	22977	49724.5	9482.92	13450	29411.2	68921.3	12141.3	7732.34	11937.6	7693.62	76512.1						
P68366	P0DPH7;P68363;Q6PEY2;P68366;Q71U36;Q9NY65;P0DPH8;Q9BQE3	TBA4A_HUMAN	TUBA4A	Tubulin alpha-4A chain	10105.6	8766.19	15636.1	5743.91	4377.13	20252.3	30922.4	7569.05	7973.2	11606.6	8802.57	30965.3						
P68371	P68371	TBB4B_HUMAN	TUBB4B	Tubulin beta-4B chain	2630.52	2490.75	4783.33	790.895		3447.09	6978.34	665.5	2110.84	1839.85	1470.53	7101.25						
P68400;Q8NEV1	P68400;Q8NEV1	CSK21_HUMAN;CSK23_HUMAN	CSNK2A1;CSNK2A3	Casein kinase II subunit alpha	829.666						410.472		556.668			400.713						
P68402	P68402	PA1B2_HUMAN	PAFAH1B2	Platelet-activating factor acetylhydrolase IB subunit alpha2			1226.84			1123.76	2510.79			817.641		2021.76						
P68871	P02042;P68871	HBB_HUMAN	HBB	Hemoglobin subunit beta					8703.78													
P69849;Q15155;Q5JPE7	Q15155;P69849;Q5JPE7	NOMO1_HUMAN;NOMO2_HUMAN;NOMO3_HUMAN	NOMO1;NOMO2;NOMO3	Nodal modulator 3	881.532		1246.99	1093.61		642.359	175.377	866.814	844.892		530.901	251.986						
P78316	P78316	NOP14_HUMAN	NOP14	Nucleolar protein 14			452.935				146.967		285.961									
P78318	P78318	IGBP1_HUMAN	IGBP1	Immunoglobulin-binding protein 1							474.125											
P78330	P78330	SERB_HUMAN	PSPH	Phosphoserine phosphatase			3661.13		802.615		1806.05			443.074		1033.96						
P78344	P78344	IF4G2_HUMAN	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2							217.807					781.489						
P78345	P78345	RPP38_HUMAN	RPP38	Ribonuclease P protein subunit p38							3637.3		2151.8									
P78346	P78346	RPP30_HUMAN	RPP30	Ribonuclease P protein subunit p30						356.98						306.269						
P78347	P78347	GTF2I_HUMAN	GTF2I	General transcription factor II-I						526.529	411.183	1093.62				1064.24						
P78371	P78371	TCPB_HUMAN	CCT2	T-complex protein 1 subunit beta	1211.31		1917.45			1565.04	2082.94	1317.49				1879.96						
P78386	P78386;CONT|P78386|KRT85_HUMAN;CONT|P25691|K2M3_SHEEP	KRT85_HUMAN	KRT85	Keratin, type II cuticular Hb5	906.428				516.878		408.505	726.746	1484.12		1025.6							
P78406	P78406	RAE1L_HUMAN	RAE1	mRNA export factor RAE1												569.417						
P78417	P78417	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1					4421.85	2461.22	3350.74					3235.94						
P78527	P78527	PRKDC_HUMAN	PRKDC	DNA-dependent protein kinase catalytic subunit	3327.94	4276.15	2051.57	2610.88	2591.1	3926.31	2143.83	3489.72	3261.06	3018.66	2350.96	1934.08						
P80108	P80108	PHLD_HUMAN	GPLD1	Phosphatidylinositol-glycan-specific phospholipase D					205.445													
P80303	P80303	NUCB2_HUMAN	NUCB2	Nucleobindin-2	1112.71	798.46			212.966	1243.44	143.04	1160.82	782.046		1571.78	372.55						
P80723	P80723	BASP1_HUMAN	BASP1	Brain acid soluble protein 1	1901.26	820.361				5005.89	2179.19	559.562	2035.15	4516.54	1765.41	2758.34						
P81605	P81605	DCD_HUMAN	DCD	Dermcidin	15155.9	10431.2	13308.9	15842.5	47657.7	11389.2	4455.74	6662.93	10780.3	14516.9	9444.38	5950.39						
P82650	P82650	RT22_HUMAN	MRPS22	28S ribosomal protein S22, mitochondrial	482.558		572.969			636.643	368.725	714.818	1255.31	1642.1	469.617	432.743						
P82663	P82663	RT25_HUMAN	MRPS25	28S ribosomal protein S25, mitochondrial	616.693		688.329	468.71					610.31			110.08						
P82914	P82914	RT15_HUMAN	MRPS15	28S ribosomal protein S15, mitochondrial											629.386							
P82930	P82930	RT34_HUMAN	MRPS34	28S ribosomal protein S34, mitochondrial							285.943					356.268						
P82933	P82933	RT09_HUMAN	MRPS9	28S ribosomal protein S9, mitochondrial			521.156	801.951					135.57									
P82979	P82979	SARNP_HUMAN	SARNP	SAP domain-containing ribonucleoprotein						2519.94	1542.32	885.411				1661.01						
P83111	P83111	LACTB_HUMAN	LACTB	Serine beta-lactamase-like protein LACTB, mitochondrial							458.299				1172.34							
P83731	P83731	RL24_HUMAN	RPL24	60S ribosomal protein L24	1450.68	2540.2	2265.6	1136.09	500.773	3625.9	2736.33	2077.14	2271.43	1954.5		3570.1						
P83881	P83881	RL36A_HUMAN	RPL36A	60S ribosomal protein L36a							1463.81					1569.98						
P83916	P83916	CBX1_HUMAN	CBX1	Chromobox protein homolog 1							242.029	172.588				549.589						
P84090	P84090	ERH_HUMAN	ERH	Enhancer of rudimentary homolog	958.491	988.77	1464.95			1629.15	1018.42	1018.79	1224.41		1355.2	1158.54						
P84098	P84098	RL19_HUMAN	RPL19	60S ribosomal protein L19	3674.76	3090.83	1529.97	1462.76		3188.45	3280.15	2117.46	1948.12	2913.12		3957.82						
P84103	P84103	SRSF3_HUMAN	SRSF3	Serine/arginine-rich splicing factor 3	3721.16	2272.6	2169.99	2210.65		6598.19	4547.63	5712.48	2022.59	2985.05	1354.59	4405.66						
P84243	Q16695;P68431;Q71DI3;P84243	H33_HUMAN	H3-3A	Histone H3.3	49352.4	27570.2	54702	32873.2	8513.78	15562.3	11498.8	27102.6	19869.2	36615.9	28156	21836.6						
P99999	P99999	CYC_HUMAN	CYCS	Cytochrome c	1271.08	1061.48	1348.3	1488.18			202.163	835.783	1430.05	1479.67	1399.88							
Q00059	Q00059	TFAM_HUMAN	TFAM	Transcription factor A, mitochondrial	1862.17					846.956	771.471	1177.77	1799.95	2276.66	2959.25	750.283						
Q00325	Q00325	MPCP_HUMAN	SLC25A3	Phosphate carrier protein, mitochondrial	8237.31	5915.58	8637.26	8361.52	3093.3	9341.73	4868.56	7415.73	11979.3	9561.31	7408.35	4239.8						
Q00341	Q00341	VIGLN_HUMAN	HDLBP	Vigilin			1275.14				564.48	756.869				535.359						
Q00610	Q00610;P53675	CLH1_HUMAN	CLTC	Clathrin heavy chain 1	3910.5	5503.47	5288.46	2590.56	2077.73	3383.6	5260.88	5696.59	4371.92	4772.29	2966.98	5589.04						
Q00688	Q00688	FKBP3_HUMAN	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3						887.755	1661.8					2043.62						
Q00765	Q00765	REEP5_HUMAN	REEP5	Receptor expression-enhancing protein 5	1247.66	1269.58	1105.01			967.872	627.101	1068.35	1319.94			463.078						
Q00796	Q00796	DHSO_HUMAN	SORD	Sorbitol dehydrogenase							1126.03					1066.19						
Q00839	Q00839	HNRPU_HUMAN	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	13951.2	16802.1	12415	17445.2	5419.89	17450.1	9819.89	15348.5	11134.6	12277.1	13928.4	9923.4						
Q01081	Q01081	U2AF1_HUMAN	U2AF1	Splicing factor U2AF 35 kDa subunit	4831.97			2280.31	1244.9	2217.82	3119.87		3342.09	2152.1		3638.01						
Q01082	Q01082	SPTB2_HUMAN	SPTBN1	Spectrin beta chain, non-erythrocytic 1	1737.01	1600.59	2518.52			1168.38	1319.53	1891.01	1490.17	2265.39		932.492						
Q01085	P31483;Q01085	TIAR_HUMAN	TIAL1	Nucleolysin TIAR			503.671									507.242						
Q01130;Q9BRL6	Q01130;Q9BRL6	SRSF2_HUMAN;SRSF8_HUMAN	SRSF2;SRSF8	Serine/arginine-rich splicing factor 2	1409.43	814.775	617.351			6453.52	4975.91	6196.44	1347.34			4657.18						
Q01469	Q01469	FABP5_HUMAN	FABP5	Fatty acid-binding protein 5	3370.61	3330.25	7567.28	4131.62	9373.82	4415.72	3552.53	1567.91	2285.94	4770.88	3684.92	3381.7						
Q01518	Q01518;P40123	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1	721.374		1277.34		5018.89		1507.63					1097.13						
Q01650	Q01650	LAT1_HUMAN	SLC7A5	Large neutral amino acids transporter small subunit 1	1994.06	4738.24	2037.61	1639.43		2782.67	2421.36	1116.21	2270.05	2287.61	2485.65	1819.23						
Q01780	Q01780	EXOSX_HUMAN	EXOSC10	Exosome component 10			822.701	1563.11			413.956	608.452	448.493	520.15	303.564	399.938						
Q01813	Q01813	PFKAP_HUMAN	PFKP	ATP-dependent 6-phosphofructokinase, platelet type		1072.95	1715.1			1307.7	3238.85	1293.26				3132.65						
Q01844	Q01844	EWS_HUMAN	EWSR1	RNA-binding protein EWS						2440.74	1350.21	924.385				2157.64						
Q01968	Q01968	OCRL_HUMAN	OCRL	Inositol polyphosphate 5-phosphatase OCRL							868.696					247.28						
