Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-195_3581.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-196_3582.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-197_3584.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-198_3585.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-199_3587.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-200_3588.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-201_3603.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-202_3604.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-203_3605.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-204_3607.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-205_3608.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-13-2024_Slot1-206_3609.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-195_3592.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-196_3593.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-197_3595.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-198_3596.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-199_3598.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-200_3599.d
P54727	P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B			417.382		311.547	497.872	809.707		449.361			629.479						
P54819	P54819	KAD2_HUMAN	AK2	Adenylate kinase 2, mitochondrial	2555.52	921.013	1132.65	485.217	1080.23	1204.98	1181.66	2529.78	1978.33	2719.32	1463.18	948.961						
P54886	P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	1401.69	856.455	383.253	790.843	726.123	647.141	447.41	746.916	742.481	1111.75	506.824	684.89						
P54920	P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein	844.557	733.345	719.184	222.072	560.309	230.868	512.355	415.382	311.372			325.082						
P55010	P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5			358.009				325.7					285.87						
P55011	P55011	S12A2_HUMAN	SLC12A2	Solute carrier family 12 member 2	342.598		644.671		436.258	439.179	195.173	992.76	955.364		387.498	314.93						
P55036	P55036;A2A3N6	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4	411.912	770.684			484.26	1062.6	956.886	394.428	642.938	782.521		753.184						
P55060	P55060	XPO2_HUMAN	CSE1L	Exportin-2	543.649		977.787	292.655	421.161	1273.67	1298.11	236.583				1388.8						
P55072	P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	1817.65	2304.96	2636.76	1449.34	1393.6	2598.33	3009.04	2135.08	1675.46	2314.75	773.033	3063.5						
P55084	P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial	2383.61	2943.99	4790.06	4045.36	1599.59	2432.31	1648.89	3335.39	3543.43	5257.34	2814.06	1980.38						
P55145	P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor	704.735						187.723	246.098	393.762		583.886							
P55209	P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1	401.493	1172.47	715.337	1176.58	156.558	818.607	2242.65	522.267	603.043	907.579		2588.7						
P55265	P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase	1104.6	1163.05	2649.49	1016.65	761.699	1075.34	608.273	1124.37	581.956	502.659	1306.96	652.795						
P55327	P55327	TPD52_HUMAN	TPD52	Tumor protein D52		588.94	587.451			360.094	876.374	423.212			309.035	896.241						
P55735	P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog	994.565	628.815	1153.87	199.92	719.27	564.334	728.468	411.649	959.784	547.114	145.049	454.581						
P55769	P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1	1441.98	1164.55	924.223	906.665	549.91	1162.2	550.006	822.624	747.599	488.685	631.097	327.243						
P55786	A6NEC2;P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase	874.663	639.324	709.549	1113.08	1466.65	1046.77	1522.35	599.103	808.148	626.47	970.304	1288.92						
P55795	P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	587.9	837.799		310.748	321.121	664.309	644.554	861.583	176.51	538.937	640.701	408.716						
P55884	P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B			1317.07		1029.53	462.236	562.511	273.494	185.742			721.15						
P56134	P56134	ATPK_HUMAN	ATP5MF	ATP synthase subunit f, mitochondrial	1369.98	1557.11	1768.05	2517.55	747.477	1851.32	1271.9	2143.67	3073.29	3134.2	2354.3	1782.59						
P56182	P56182	RRP1_HUMAN	RRP1	Ribosomal RNA processing protein 1 homolog A	726.636	185.576	796.652	420.575		149.727	429.914	859.214		920.377		169.265						
P56192	P56192	SYMC_HUMAN	MARS1	Methionine--tRNA ligase, cytoplasmic			81.9611			464.903	731.451	286.175		458.094		466.092						
P56381;Q5VTU8	P56381;Q5VTU8	AT5EL_HUMAN;ATP5E_HUMAN	ATP5F1E;ATP5F1EP2	ATP synthase subunit epsilon, mitochondrial	1947.66	1276.72	1340.39	2473.46	1820.39	1630.71	1386.41	2119.62	2223.61	1734.8	1891.51	2445.62						
P56385	P56385	ATP5I_HUMAN	ATP5ME	ATP synthase subunit e, mitochondrial	3128.25	2294.76	2108.91	3816.88	1258.17	2436.98	1725.99	1778.87	2399.09	3973.11	2945.93	2201.65						
P56537	P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	899.072	1198.5			22611.7	1023.08	1427.83			1186.94	1204.4	1511.77						
P56545	P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2	332.237					680.661	254.495	186.508	28.3839	468.348		175.635						
P56556	P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6		257.749		449.278	474.022	193.049	288.409	213.716	587.187	734.533	481.507	310.908						
P57088	P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33	1334.22	303.525	1379.6	756.943	500.474	1063.45	294.216	921.06	933.545	601.457	689.631	848.853						
P57105	P57105	SYJ2B_HUMAN	SYNJ2BP	Synaptojanin-2-binding protein	1521.59			1056.6	410.11	490.841	267.895	484.876	622.891	1082.94	465.658	235.19						
P57678	P57678	GEMI4_HUMAN	GEMIN4	Gem-associated protein 4	914.724	1685.45	1730.94	1237.64	1029.53	2055.29	3443.79	364.62	2746.79	2937.22	3165.73	3823.93						
P57739	P57739	CLD2_HUMAN	CLDN2	Claudin-2							36.3477	616.208										
P57740	P57740	NU107_HUMAN	NUP107	Nuclear pore complex protein Nup107	1744.89		1025.09	687.837	404.533	322.103	278.971	207.09	338.504	416.391		398.023						
P58107	P58107	EPIPL_HUMAN	EPPK1	Epiplakin					1758.6		37.7433											
P58546	P58546	MTPN_HUMAN	MTPN	Myotrophin	648.589				334.993	383.392	818.185	1405.8		565.913		1029.01						
P59190	P59190	RAB15_HUMAN	RAB15	Ras-related protein Rab-15	4231.23		3063.68	1148.14		2773.21	2960.54	2820.2				2813.46						
P59998	P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4	981.457	1968.85	1404.61	1092.51	840.185	1365.73	1957.65	670.438	682.654	1454.13	820.947	1649.68						
P60174	P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	199.056	312.247	304.045	1027.58	3107.5	229.453	376.493	349.947	390.255		468.308	403.856						
P60228	P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E							108.245					368.133						
P60468	P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta	440.664	358.806	1032.85			714.719	240.823	1202.22	254.286	283.371	325.96	510.371						
P60510	P60510	PP4C_HUMAN	PPP4C	Serine/threonine-protein phosphatase 4 catalytic subunit	518.618					484.329	383.453	390.83	154.163			312.284						
P60660	P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	3913.52	8733.75	4482.15	1019.64	2709.4	3312.48	3362.25	4203.75	4251.51	3701.14	804.094	2548.87						
P60709;P63261	P63261;P60709	ACTB_HUMAN;ACTG_HUMAN	ACTB;ACTG1	Actin, cytoplasmic 1	109773	122916	94963.7	62869.2	72731.7	140699	129712	88191.1	81006.5	130169	66306.9	109046						
P60842	P60842;Q14240	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I	3282.55	2367.89	4698.1	3191.26	2122.37	4445.32	7326.83	1572.35	1689.72	2797.32	1524.05	6637.48						
P60866	P60866	RS20_HUMAN	RPS20	40S ribosomal protein S20	298.057	1559.36	1389.46	396.397	277.901	1040.16	1684.83	677.877	166.513	1193.93		1882.16						
P60900	P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	695.654	907.227	496.086	394.341	11320	905.246	1130.38	620.709	573.768	1088.68	455.382	1335.68						
P60903	P60903	S10AA_HUMAN	S100A10	Protein S100-A10	1857.41	2316.05	2634.18	755.457		4006.01	3474.57	2753.13	1254.08	2858.66		4197.61						
P60953	P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	342.949	770.868	948.136			289.629	550.426	265.624	423.459	325.62	445.454	585.383						
P60981	P60981	DEST_HUMAN	DSTN	Destrin	990.757	1008.26	1809.38	847.535	756.837	1361.88	2998.39	689.987	594.738	929.983		2840.49						
P61006	P61006	RAB8A_HUMAN	RAB8A	Ras-related protein Rab-8A		436.291				97.2679	246.224	142.42	669.713	304.018		574.542						
P61009	P61009	SPCS3_HUMAN	SPCS3	Signal peptidase complex subunit 3	183.547	892.774	590.894		843.655	167.435	366.202	584.087	635.652	99.6601	474.717	311.66						
P61011	P61011	SRP54_HUMAN	SRP54	Signal recognition particle 54 kDa protein			386.785			372.627	368.773					335.709						
P61019	P61019;Q8WUD1	RAB2A_HUMAN	RAB2A	Ras-related protein Rab-2A	628.644	838.011	673.633	828.246	996.073	1264.86	878.996	1192.79	906.487	2011.46	1008.22	537.293						
P61020	P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B								203.764			311.79	195.539						
P61026	P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10	3082.9	4456.36	1747.74	2157.11	3302.08	3252.55	2139.5	1943.17	2339.14	3319.86	2282.33	2362.68						
P61077;P62837	P61077;P62837	UB2D2_HUMAN;UB2D3_HUMAN	UBE2D2;UBE2D3	Ubiquitin-conjugating enzyme E2 D3	426.113		500.056		2220.73	131.572	589.382	140.607				770.128						
P61081	P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12	430.937	461.679	878.644			970.665	938.484		1160.73			927.653						
P61088	P61088	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N	505.231	1335.75	1776.3		294.983	1577.01	2879.21	316.911	325.066	652.808	784.776	2487.05						
P61106	P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14	851.331	1196.69	713.83	507.63	2208.02	911.54	605.049	613.919	1063.57	649.711		364.652						
P61158	P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	368.553	432.377	559.828	897.78	744.562	380.785	871.849	159.019			243.152	571.258						
P61160	P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2		603.773	587.883			231.644	387.735		500.024		580.067	257.642						
P61163	P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	1525.42	1267.26	637.708		1298.85	967.101	827.877	816.055	391.381	1398.41		717.729						
P61201	P61201	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2		369.313	96.5179			190.536	150.69					240.693						
P61204;P84077	P61204;P84077	ARF1_HUMAN;ARF3_HUMAN	ARF1;ARF3	ADP-ribosylation factor 3	292.693	399.304	610.862		1074.01	849.679	1330.46					1233.01						
P61221	P61221	ABCE1_HUMAN	ABCE1	ATP-binding cassette sub-family E member 1						650.459	455.036	413.033				437.078						
P61224;P62834	P62834;P61224	RAP1A_HUMAN;RAP1B_HUMAN	RAP1A;RAP1B	Ras-related protein Rap-1b	3292.05	4006.85	2845.55	302.451	1677.63	2371.33	1815.5	1888.26	2640.35	3105.29	4251.83	1465.57						
P61225	Q9Y3L5;P10114;P61225	RAP2B_HUMAN	RAP2B	Ras-related protein Rap-2b		386.894	1190.5			839.6	502.897		865.025	600.444		441.562						
P61247	P61247	RS3A_HUMAN	RPS3A	40S ribosomal protein S3a	1617.75	2291.47	2080.78	1315.31	1095.82	4215.81	4268.43	2026.23	2822.94	3618.97	1141	4077.84						
P61254	P61254;Q9UNX3	RL26_HUMAN	RPL26	60S ribosomal protein L26	3952.83	2242.19	3343.36	1790.95	2295.21	5509.87	6917.29	4003.97	4471.83	3928.74	3058.94	6463.7						
P61289	P61289	PSME3_HUMAN	PSME3	Proteasome activator complex subunit 3		542.821	741.078			859.36	755.063	604.336	590.154	602.335		882.026						
P61313	P61313	RL15_HUMAN	RPL15	60S ribosomal protein L15	3063.51	3176.82	2789.55	2566.23	2310.55	3104.54	4752.51	2894.78	3620.56	3991.14	2159.42	4704.45						
P61326;Q96A72	P61326;Q96A72	MGN2_HUMAN;MGN_HUMAN	MAGOH;MAGOHB	Protein mago nashi homolog	190.87		168.698	452.896		1037.27	279.419	232.041	550.228		950.332	570.851						
P61353	P61353	RL27_HUMAN	RPL27	60S ribosomal protein L27	3358.53	5098.83	5530.16	2285.44	2157.22	6317.27	6463.42	4991.09	6182.42	7023.9	3368.44	7210.01						
P61421	P61421	VA0D1_HUMAN	ATP6V0D1	V-type proton ATPase subunit d 1			1492.11		497.701	680.876	691.292	606.49	307.278	765.546	1006.96	520.125						
P61513	P61513	RL37A_HUMAN	RPL37A	60S ribosomal protein L37a	223.931	628.006		358.143		716.455	1127.29	361.673	632.426	794.443		1007.41						
P61604	P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	3678.43	1168.15	950.699	227.184	1270.71	260.784	312.462	491.098	468.669	1381.25								
P61619	Q9H9S3;P61619	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1	703.489	559.41	721.271	1239.64	1630.42	969.992	533.87	913.674	1599.75		1028.54	612.823						
P61626	P61626	LYSC_HUMAN	LYZ	Lysozyme C	773.574	1171.1	533.506	657.88	10845.3	162.985	339.157		451.01	2271.66	952.855							
P61803	P61803	DAD1_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	706.504	802.494	1417.19	1072.68	1723.26	1162.97	772.328	1097.09	1364.29	1449.72	1397.82	840.49						
P61923	P61923	COPZ1_HUMAN	COPZ1	Coatomer subunit zeta-1			196.659		272.71	542.596	702.98	268.441				434.953						
P61927	P61927	RL37_HUMAN	RPL37	60S ribosomal protein L37	1284.09	333.811	846.738	1050.47		1252.2	927.33	674.563	698.122		850.328	1293.75						
P61956	P61956;P55854;Q6EEV6	SUMO2_HUMAN	SUMO2	Small ubiquitin-related modifier 2	728.99	851.061	1035.08	914.641	389.469	2344.86	2925.35	540.914	761.854	465.687	2140.61	4648.73						
P61960	P61960	UFM1_HUMAN	UFM1	Ubiquitin-fold modifier 1	245.368		597.976				1126.15					749.616						
P61970	P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2		493.763		271.83	2520.12	252.356	1059.85				490.918	1301.74						
P61978	P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	2982.95	2244.86	2937.24	1679	1870.47	5285.03	5083.5	4121.5	1879.42	2206.52	1870.97	4903.87						
P61981	P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	1886.5	1132.45	2231.51	400.062	768.692	2894.29	4477.96	696.944	810.532	1761.65	714.73	4522.15						
P62081	P62081	RS7_HUMAN	RPS7	40S ribosomal protein S7	2416.63	3578.66	3597.48	1849.26	1623.79	5026.68	6508.11	3667.17	3266.74	2582.35	1372	7371.5						
P62136	P62136	PP1A_HUMAN	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	771.426	2398.82	482.176		361.376	1107.24	572.444	831.609	536.558	922.283		817.745						
P62140	P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	404.897	233.281	548.628		312.323	376.92	431.027		666.87	828.604		259.862						
P62191	P62191	PRS4_HUMAN	PSMC1	26S proteasome regulatory subunit 4	1230.41	959.75	531.556	350.802	772.271	265.11	779.905	711.184	991.393		495.88	743.659						
P62195	P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8	978.765	1917.84	585.002		829.77	1163.19	1225.9	730.413	602.357	643.859	387.509	943.484						
P62241	P62241	RS8_HUMAN	RPS8	40S ribosomal protein S8	3330.47	2191.03	2397.4	1050.97	1223.46	3705.6	4309.02	2040.29	3259.83	2716.93	1155.06	4533.49						
P62244	P62244	RS15A_HUMAN	RPS15A	40S ribosomal protein S15a	4032.86	3236.08	4933.83	1249.9	2498.54	4676.72	6557.68	5042.85	4067.8	3474.39	2143.51	7114.84						
P62249	P62249	RS16_HUMAN	RPS16	40S ribosomal protein S16	3632.77	4037.22	5560.94	1556.54	1704.89	4820.84	6634.23	3480.74	3421.59	4676.18	1952.31	6800.71						
P62258	P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	1799.32	1345.01	1242.44	1079.92	761.234	2279.92	3120.97	927.689	1706	1394.67	1290.83	3364.28						
P62263	P62263	RS14_HUMAN	RPS14	40S ribosomal protein S14	1959.25	2619.7	2704.25	1761.19	1696.48	3361.27	3084.78	1763.71	1747.47	2403.62	1238.9	3188.64						
P62266	P62266	RS23_HUMAN	RPS23	40S ribosomal protein S23	893.063	1340.69	1417.12	694.922	1171.19	1855.14	2279.31	1291.06	1302.9	948.716	1110.59	2384.12						
P62269	P62269	RS18_HUMAN	RPS18	40S ribosomal protein S18	2194.57	2571.84	3619.32	1258.42	1274.67	3620.61	4166.4	1800.39	1484.28	2500.12	1061.14	4303.04						
P62277	P62277	RS13_HUMAN	RPS13	40S ribosomal protein S13	5535.16	3182.06	4320.37	2579.77	2611	4454.77	5719.99	3832.5	3430.8	5791.62	2675.27	5027.68						
P62280	P62280	RS11_HUMAN	RPS11	40S ribosomal protein S11	2062.38	2182.66	4050.66	1084.64	1461.64	2871.31	4267.98	2483.99	2279.35	2161.46	679.694	4430						
P62310	P62310	LSM3_HUMAN	LSM3	U6 snRNA-associated Sm-like protein LSm3		215.287		478.657	395.978	249.247	398.64	333.901	418.17			336.903						
P62314	P62314	SMD1_HUMAN	SNRPD1	Small nuclear ribonucleoprotein Sm D1	916.625		479.366		1522.07	2431.88	769.496	1595.11	1148.82	2703.9	1458.4	2133.07						
P62318	P62318	SMD3_HUMAN	SNRPD3	Small nuclear ribonucleoprotein Sm D3	1711.08	512.926	279.355	410.764	1876.82	2206.6	801.525	1513.34	1127.85	1614.62	913.568	1167.19						
P62328	P62328	TYB4_HUMAN	TMSB4X	Thymosin beta-4	2490.27	2400.2	2773.4	2226.95	1538.17	2243.69	3978.56	608.315	1151.87	1718.2	1555.17	4737.61						
P62330	P62330	ARF6_HUMAN	ARF6	ADP-ribosylation factor 6		639.29	319.255		429.73	759.486	847.293					652.593						
P62333	P62333	PRS10_HUMAN	PSMC6	26S proteasome regulatory subunit 10B	667.072	899.377		225.129		582.302	436.609	323.01	106.239			474.893						
P62424	P62424	RL7A_HUMAN	RPL7A	60S ribosomal protein L7a	2063.52	1960.07	843.291	1408.01	1374.19	2431.76	3235.43	1923.86	1876.57	2297.29	1003.89	2549.39						
P62495	P62495	ERF1_HUMAN	ETF1	Eukaryotic peptide chain release factor subunit 1		621.102	1411.95			1009.92	1202.89	200.455				1369.39						
P62701	P22090;P62701;Q8TD47	RS4X_HUMAN	RPS4X	40S ribosomal protein S4, X isoform	3867.81	3449.33	4094.66	1108.62	1426.96	4534.05	5504.15	3250.44	3183.87	2776.99	1616.01	5204.97						
P62714;P67775	P67775;P62714	PP2AA_HUMAN;PP2AB_HUMAN	PPP2CA;PPP2CB	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	673.446	581.305	499.241		362.861	338.348	1219.19	190.428	423.379	806.729		1101.29						
P62736;P63267;P68032;P68133	P68133;P62736;P68032;P63267	ACTA_HUMAN;ACTC_HUMAN;ACTH_HUMAN;ACTS_HUMAN	ACTA1;ACTA2;ACTC1;ACTG2	Actin, aortic smooth muscle					2663.1		428.078		54.7133	80060.9		288.968						
P62750	P62750	RL23A_HUMAN	RPL23A	60S ribosomal protein L23a	4183.22	3622.89	3332.12	2105.11	2523.75	6916.9	6217.69	4433.46	4947.19	4085	2190.49	6492.31						
P62753	P62753	RS6_HUMAN	RPS6	40S ribosomal protein S6	2725.1	3126.46	2234.17	1253.6	927.921	3782.46	3263.02	1865.68	2398.65	2216.42	996.387	4155.06						
P62805	P62805	H4_HUMAN	H4C1	Histone H4	203396	133443	191307	106497	53110.6	85770.3	51189.6	115259	61167.3	170326	97134.7	72207.7						
P62820	P62820	RAB1A_HUMAN	RAB1A	Ras-related protein Rab-1A	10346.4	10250.2	9067.07	5619.5	6019.57	10378.7	9190.28	8686.42	10345.9	11935.1	3587.56	8240.09						
P62826	P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	5291.15	5768.19	10738.4	4626.35	3668.23	10045	15123.3	4030.78	4692.08	6580.81	5194.91	20188.2						
P62829	P62829	RL23_HUMAN	RPL23	60S ribosomal protein L23	1487.45	1007.74	2567.87	842.598	888.459	3205.91	2652.05	1055.59	1214.16	1415.13	932.397	2912.27						
P62847	P62847	RS24_HUMAN	RPS24	40S ribosomal protein S24	416.383	281.241				376.856	479.716					206.096						
P62851	P62851	RS25_HUMAN	RPS25	40S ribosomal protein S25	3890.47	3703.47	4868.8	1515.08	1470.82	5828.59	7380.7	3453.35	4676.59	3826.97	603.388	7123.34						
P62854	Q5JNZ5;P62854	RS26_HUMAN	RPS26	40S ribosomal protein S26	1565.37	2339.17	1817.26	1143.59	449.794	2136.83	2172.81	1355.11	1350.03	2440.27	285.349	2239.27						
P62857	P62857	RS28_HUMAN	RPS28	40S ribosomal protein S28	860.712		1658.35		326.452	1853.72	1739.36	167.632		1204.15	492.543	2206.85						
P62861	P62861	RS30_HUMAN	FAU	FAU ubiquitin-like and ribosomal protein S30	3431.32	2459.72	1434.96	1059.45	1629.55	4455.15	4075.2	2125.58	3011.34	1559.36	1001.84	3024.55						
P62875	P62875	RPAB5_HUMAN	POLR2L	DNA-directed RNA polymerases I, II, and III subunit RPABC5		285.91			365.599		207.593		229.996			287.887						
P62879	P62873;P16520;P62879;Q9HAV0	GBB2_HUMAN	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	1951.57	2489.59	2750.22	1484.08	3217.21	4236.72	3043.76	2423.77	2757.47	3522.27	5394.06	1517.94						
P62888	P62888	RL30_HUMAN	RPL30	60S ribosomal protein L30	2900.33	1561.97	2501.47	1713.8		2271.09	3415.22	1719.47	2146.73	2073.6	623.525	2438.85						
P62891;Q59GN2	P62891;Q59GN2	R39L5_HUMAN;RL39_HUMAN	RPL39;RPL39P5	60S ribosomal protein L39	349.703						307.195			604.723		950.771						
P62899	P62899	RL31_HUMAN	RPL31	60S ribosomal protein L31	3208.86	3051.03	3937.54	1288.27	1186.87	4798.47	5355.02	3174.61	3927.92	4363.37	1707.91	5861.55						
P62906	P62906	RL10A_HUMAN	RPL10A	60S ribosomal protein L10a	3621.29	2267.27	2228.32	1625.83	1530.95	3396.63	4016.39	2696.73	3257.59	3020.27	2514.82	4267.85						
P62910	P62910	RL32_HUMAN	RPL32	60S ribosomal protein L32	2318.55	1018.12	2173.75	1146.04		2148.11	2763.12	1161.16	1962.54	1174.19	1730.19	2660.61						
P62913	P62913	RL11_HUMAN	RPL11	60S ribosomal protein L11	2736.88	1921.32	1556.78	942.817	781.911	2459.53	3919.68	1766.15	1748.52	2032.91	580.21	3048.01						
P62917	P62917	RL8_HUMAN	RPL8	60S ribosomal protein L8	3370.75	3864.77	2938.93	2369.41	1866.13	4518.91	6187.96	2630.37	3822.48	2163.06	1608.76	5332.7						
P62937	P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A	3108.47	3180.73	4495.99	2785.53	2817.65	7826.35	10672.8	1666.02	2549.57	4876.13	2837.94	11582.5						
P62942	P62942	FKB1A_HUMAN	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	401.199		678.897	774.169	646.581	425.975	954.438	318.524	160.481	597.917		1220.07						
P62993	P62993	GRB2_HUMAN	GRB2	Growth factor receptor-bound protein 2						178.79	264.506			477.529		888.643						
P62995	P62995	TRA2B_HUMAN	TRA2B	Transformer-2 protein homolog beta	608.257	1197.86	870.039	791.679	876.758	754.423	649.745	1129.81	1124.55	780.158		410.067						
P63010	Q10567;P63010	AP2B1_HUMAN	AP2B1	AP-2 complex subunit beta	283.058	1108.47	1044.86	797.363	917.443	668.783	752.95	670.008	392.859	672.279		645.807						
P63027;Q15836	P63027;Q15836	VAMP2_HUMAN;VAMP3_HUMAN	VAMP2;VAMP3	Vesicle-associated membrane protein 2		194.667			309.187	377.555	175.132	306.881	443.931			191.565						
P63092;Q5JWF2	Q5JWF2;P63092	GNAS1_HUMAN;GNAS2_HUMAN	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	1927.76	2385.59	3393.58	1287.34	1651.87	6267.3	3155.89	2255.38	3398.62	2231.33	3499.96	2384.39						
P63096	P63096;P08754;P09471;P04899	GNAI1_HUMAN	GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-1	1099.84		542.118	413.344	1359.85	699.689	387.3	484.07	1038.12	701.168	415.573	198.662						
P63104	P63104	1433Z_HUMAN	YWHAZ	14-3-3 protein zeta/delta	7026.89	6165.65	7723.92	6154.35	4938.69	11523.3	19905.8	5083.4	4029.94	5747.78	6006.74	17079.5						
P63151	P63151	2ABA_HUMAN	PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform							484.965			738.891		432.175						
P63167	P63167	DYL1_HUMAN	DYNLL1	Dynein light chain 1, cytoplasmic		922.461					1218.46	998.548		899.878		1543.58						
P63173	P63173	RL38_HUMAN	RPL38	60S ribosomal protein L38	713.508	1213.39	2904.94		226.841	2398.76	2850.42	1295.48	3728.28	1216.54		2754.69						
P63208	P63208	SKP1_HUMAN	SKP1	S-phase kinase-associated protein 1	151.025			525.785		877.984	342.778					285.817						
P63218	P63218	GBG5_HUMAN	GNG5	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5			914.127				522.259	632.938	820.081	618.305	895.703	574.82						
